조사일,댐코드,댐명,저수위,저수량,유입량,총방류량,저수율,전년저수위,예년저수위,예년저수량,강수량,금년누가강우량,전년누가강우량,예년평균누가강우량,발전방류량,여수로방류량,기타방류량1,기타방류량2,기타방류량3,취수량1,취수량2,취수량3,outlet방류량,07시강수량,예년강수량,기타발전방류량
2024-10-16,3008110,대청,74.097,1044.2369,30.017,32.679,70.08,75.03,72.822,1101.5879,0.1491,1216.6935,1533.8197,1135.0696,22.409,0.0,0,0,0.0,6.655,2.904,0.711,0,,1.0798,0
2024-10-15,3008110,대청,74.1008,1044.4668,42.578,32.143,70.1,75.04,72.8387,1102.2122,11.8362,1216.5444,1533.8197,1133.9898,22.389,0.0,0,0,0.0,6.251,2.804,0.699,0,,1.47,0
2024-10-14,3008110,대청,74.0859,1043.5653,24.5,32.273,70.04,75.04,72.8499,1102.2122,6.6849,1204.7082,1533.8197,1132.5198,22.395,0.0,0,0,0.0,6.192,2.925,0.761,0,,0.6903,0
2024-10-13,3008110,대청,74.097,1044.2369,18.156,32.098,70.08,75.04,72.8602,1102.2122,0.0,1198.0233,1532.0836,1131.8295,22.392,0.0,0,0,0.0,6.238,2.712,0.756,0,,1.311,0
2024-10-12,3008110,대청,74.1169,1045.4415,18.349,32.371,70.16,75.04,72.868,1102.2122,0.0,1198.0233,1532.0836,1130.5185,22.412,0.0,0,0,0.0,6.33,2.877,0.752,0,,0.7578,0
2024-10-11,3008110,대청,74.1369,1046.653,19.569,32.197,70.25,75.03,72.8823,1101.5879,0.0,1198.0233,1532.0836,1129.7607,22.404,0.0,0,0,0.0,6.308,2.74,0.745,0,,0.9374,0
2024-10-10,3008110,대청,74.1549,1047.7441,19.156,32.494,70.32,75.026,72.8974,1101.3382,0.037,1198.0233,1532.0836,1128.8233,22.393,0.0,0,0,0.0,6.493,2.871,0.737,0,,0.9302,0
2024-10-09,3008110,대청,74.1739,1048.8965,21.777,32.313,70.4,75.01,72.914,1100.3398,0.0663,1197.9863,1532.0836,1127.8931,22.401,0.0,0,0,0.0,6.343,2.834,0.735,0,,0.561,0
2024-10-08,3008110,대청,74.1889,1049.8068,22.506,32.485,70.46,75.1812,72.9222,1111.0499,0.0,1197.92,1531.6045,1127.3321,22.399,0.0,0,0,0.0,6.492,2.86,0.734,0,,2.481,0
2024-10-07,3008110,대청,74.2031,1050.6689,26.569,32.052,70.51,75.44,72.934,1127.3541,3.8581,1197.92,1531.6045,1124.8511,22.395,0.0,0,0,0.0,6.274,2.81,0.573,0,,1.8078,0
2024-10-06,3008110,대청,74.2109,1051.1427,24.181,31.846,70.55,75.69,72.9251,1143.234,0.3325,1194.0619,1531.6045,1123.0433,22.41,0.0,0,0,0.0,6.134,2.78,0.522,0,,3.2381,0
2024-10-05,3008110,대청,74.2218,1051.805,27.65,32.011,70.59,75.9328,72.9025,1158.7789,0.0,1193.7294,1531.6045,1119.8052,22.384,0.0,0,0,0.0,6.273,2.77,0.584,0,,4.709,0
2024-10-04,3008110,대청,74.228,1052.1818,26.442,31.93,70.62,76.16,72.9233,1173.4342,0.0525,1193.7294,1531.6045,1115.0962,22.391,0.0,0,0,0.0,6.145,2.799,0.595,0,,1.7615,0
2024-10-03,3008110,대청,74.2358,1052.6559,30.557,31.964,70.65,76.3892,72.9219,1188.3254,6.1921,1193.6769,1531.552,1113.3347,22.392,0.0,0,0,0.0,6.193,2.786,0.593,0,,2.3364,0
2024-10-02,3008110,대청,74.2378,1052.7775,31.22,32.064,70.66,76.6,72.8769,1202.116,0.0,1187.4848,1531.552,1110.9983,22.39,0.0,0,0,0.0,6.308,2.774,0.592,0,,4.6972,0
2024-10-01,3008110,대청,74.239,1052.8505,24.442,32.255,70.66,76.7908,72.8962,1214.6764,0.7719,1187.4848,1531.552,1106.3011,22.399,0.0,0,0,0.0,6.353,2.89,0.613,0,,2.8969,0
2024-09-30,3008110,대청,74.2501,1053.5256,23.286,34.342,70.71,76.97,72.9092,1226.541,0.0,1186.7129,1531.552,1103.4042,24.436,0.0,0,0,0.0,6.389,2.909,0.608,0,,1.2823,0
2024-09-29,3008110,대청,74.2658,1054.4808,39.54,33.272,70.77,77.1276,72.9415,1237.0296,0.0,1186.7129,1526.272,1102.1219,23.387,0.0,0,0,0.0,6.32,2.921,0.644,0,,3.7995,0
2024-09-28,3008110,대청,74.2569,1053.9392,39.479,32.368,70.73,77.26,72.9666,1245.8803,0.0,1186.7129,1526.272,1098.3224,22.385,0.0,0,0,0.0,6.319,2.993,0.671,0,,1.9728,0
2024-09-27,3008110,대청,74.2468,1053.3248,46.358,32.354,70.69,77.35,72.9934,1251.917,0.0,1186.7129,1526.217,1096.3496,22.402,0.0,0,0,0.0,6.377,2.904,0.671,0,,3.4938,0
2024-09-26,3008110,대청,74.2269,1052.1149,62.742,32.515,70.61,77.38,73.0181,1253.933,0.0,1186.7129,1523.2183,1092.8558,22.372,0.0,0,0,0.0,6.424,3.051,0.668,0,,1.2559,0
2024-09-25,3008110,대청,74.1839,1049.5033,74.979,32.103,70.44,77.4476,73.0462,1258.4823,0.0,1186.7129,1496.0675,1091.5999,22.388,0.0,0,0,0.0,5.949,3.104,0.662,0,,0.3586,0
2024-09-24,3008110,대청,74.1228,1045.7988,114.977,31.865,70.19,77.58,73.0613,1267.4194,0.0,1186.7129,1494.5946,1091.2413,22.401,0.0,0,0,0.0,5.961,2.89,0.613,0,,3.1816,0
2024-09-23,3008110,대청,74.004,1038.618,204.251,33.215,69.71,77.6728,73.0586,1273.7049,0.0,1186.7129,1494.5946,1088.0597,23.382,0.0,0,0,0.0,6.378,2.859,0.596,0,,0.77,0
2024-09-22,3008110,대청,73.758,1023.8405,846.021,34.754,68.71,77.66,73.0072,1272.8369,0.0663,1186.7129,1494.5946,1087.2897,24.413,0.0,0,0,0.0,6.296,2.803,1.242,0,,4.4381,0
2024-09-21,3008110,대청,72.5617,953.747,1301.068,32.598,64.01,77.316,72.9196,1249.6345,150.6777,1186.6466,1494.5946,1082.8516,24.411,0.0,0,0,0.0,5.509,2.653,0.025,0,,13.2548,0
2024-09-20,3008110,대청,70.5809,844.1512,82.397,33.313,56.65,75.9955,72.7843,1162.8127,21.2737,1035.9689,1488.2209,1069.5968,23.068,0.0,0,0,0.0,6.827,2.823,0.595,0,,6.9932,0
2024-09-19,3008110,대청,70.5012,839.9103,73.944,33.412,56.37,75.51,72.784,1131.7876,1.8068,1014.6952,1404.6167,1062.6036,23.063,0.0,0,0,0.0,6.644,3.113,0.592,0,,0.5381,0
2024-09-18,3008110,대청,70.4352,836.4084,35.763,33.065,56.13,75.4292,72.8185,1126.6709,35.7486,1012.8884,1404.6167,1062.0655,23.088,0.0,0,0,0.0,6.806,2.572,0.599,0,,4.5051,0
2024-09-17,3008110,대청,70.4308,836.1752,16.236,32.863,56.12,75.2824,72.7539,1117.4091,0.0,977.1398,1404.0764,1057.5604,23.081,0.0,0,0,0.0,6.47,2.714,0.598,0,,10.866,0
2024-09-16,3008110,대청,70.4579,837.6118,15.978,33.176,56.22,75.14,72.6295,1108.467,0.0449,977.1398,1398.9262,1046.6944,23.081,0.0,0,0,0.0,6.632,2.861,0.602,0,,7.4731,0
2024-09-15,3008110,대청,70.4859,839.0977,19.275,33.477,56.32,75.0092,72.6615,1100.2899,0.0449,977.0949,1368.5014,1039.2213,23.061,0.0,0,0,0.0,7.025,2.789,0.602,0,,3.6306,0
2024-09-14,3008110,대청,70.509,840.3248,22.076,33.152,56.4,74.99,72.7128,1099.0925,0.0,977.05,1354.5739,1035.5907,23.078,0.0,0,0,0.0,6.448,3.023,0.603,0,,3.4546,0
2024-09-13,3008110,대청,70.527,841.2817,25.956,33.406,56.46,74.99,72.734,1099.0925,0.0505,977.05,1347.23,1032.1361,23.083,0.0,0,0,0.0,6.573,3.141,0.609,0,,2.8012,0
2024-09-12,3008110,대청,70.5391,841.9254,25.098,34.892,56.51,74.9976,72.6059,1099.5664,13.1994,976.9995,1336.0069,1029.3349,23.089,0.0,0,0,0.0,6.609,2.828,2.366,0,,8.4031,0
2024-09-11,3008110,대청,70.555,842.7716,10.289,33.475,56.56,75.0304,72.6272,1101.6129,7.3509,963.8001,1333.3635,1020.9318,23.129,0.0,0,0,0.0,6.62,3.091,0.635,0,,6.3166,0
2024-09-10,3008110,대청,70.5926,844.7748,16.511,32.81,56.7,75.07,72.6614,1104.0865,0.0,956.4492,1333.3635,1014.6152,23.117,0.0,0,0,0.0,5.804,3.267,0.622,0,,1.8643,0
2024-09-09,3008110,대청,70.619,846.1831,10.332,31.843,56.79,75.1,72.6778,1105.9626,0.0,956.4492,1333.3635,1012.7509,23.081,0.0,0,0,0.0,5.041,3.08,0.641,0,,2.9506,0
2024-09-08,3008110,대청,70.6538,848.0416,16.382,36.188,56.92,75.1316,72.6521,1107.9408,0.0,956.4492,1333.3635,1009.8003,23.093,0.0,0,0,0.0,5.699,2.956,4.44,0,,2.6211,0
2024-09-07,3008110,대청,70.6858,849.7528,13.9,36.955,57.03,75.166,72.5888,1110.0966,1.3035,956.4492,1333.3635,1007.1792,23.089,0.0,0,0,0.0,5.598,2.906,5.362,0,,4.5081,0
2024-09-06,3008110,대청,70.723,851.7448,14.717,37.618,57.16,75.14,72.6087,1108.467,0.6518,955.1457,1333.3635,1002.6711,23.083,0.0,0,0,0.0,6.458,2.87,5.207,0,,6.9399,0
2024-09-05,3008110,대청,70.7599,853.7234,9.829,36.557,57.3,75.1,72.6706,1105.9626,0.0525,954.4939,1333.3635,995.7312,23.087,0.0,0,0,0.0,5.971,3.018,4.481,0,,7.7856,0
2024-09-04,3008110,대청,70.8029,856.0327,15.109,34.592,57.45,75.04,72.8262,1102.2122,0.0,954.4414,1333.3635,987.9456,21.135,0.0,0,0,0.0,6.597,3.022,3.838,0,,5.028,0
2024-09-03,3008110,대청,70.8342,857.7161,14.649,30.851,57.56,74.96,72.9088,1097.2232,0.0,954.4414,1333.3635,982.9176,21.165,0.0,0,0,0.0,5.892,2.903,0.891,0,,5.9405,0
2024-09-02,3008110,대청,70.8602,859.1159,12.853,33.94,57.66,74.85,72.9087,1090.3846,0.1019,954.4414,1331.6996,976.9771,21.138,0.0,0,0,0.0,5.548,2.898,4.356,0,,6.5446,0
2024-09-01,3008110,대청,70.894,860.9378,11.507,35.246,57.78,74.6976,72.8435,1080.951,0.0,954.3395,1331.5894,970.4325,21.151,0.0,0,0,0.0,5.898,2.778,5.419,0,,8.1739,0
2024-08-31,3008110,대청,70.932,862.9889,14.165,47.332,57.92,74.618,72.497,1076.0427,0.0,954.3395,1331.5894,962.2586,32.728,0.0,0,0,0.0,6.389,2.788,5.427,0,,14.1576,0
2024-08-30,3008110,대청,70.985,865.8545,14.07,47.242,58.11,74.0516,72.3181,1041.4917,0.0,954.3395,1331.2988,948.101,32.736,0.0,0,0,0.0,5.913,2.985,5.608,0,,13.1587,0
2024-08-29,3008110,대청,71.0379,868.7206,19.287,47.62,58.3,73.82,72.1564,1027.5532,0.7092,954.3395,1283.2789,934.9423,32.764,0.0,0,0,0.0,6.494,2.789,5.573,0,,7.6628,0
2024-08-28,3008110,대청,71.083,871.1685,16.769,46.347,58.47,73.7932,72.1382,1025.9474,0.0,953.6303,1254.1816,927.2795,32.728,0.0,0,0,0.0,5.173,3.023,5.423,0,,6.1371,0
2024-08-27,3008110,대청,71.13,873.7241,15.05,45.817,58.64,73.78,72.1026,1025.157,0.0525,953.6303,1254.1816,921.1424,32.731,0.0,0,0,0.0,6.366,2.928,3.792,0,,9.3549,0
2024-08-26,3008110,대청,71.1788,876.3824,20.551,42.715,58.82,73.76,72.0391,1023.9601,4.1379,953.5778,1253.1174,911.7875,32.73,0.0,0,0,0.0,6.25,3.096,0.639,0,,7.9155,0
2024-08-25,3008110,대청,71.2139,878.2974,18.497,35.63,58.95,73.72,72.0593,1021.5688,0.0449,949.4399,1253.1174,903.872,26.603,0.0,0,0,0.0,6.308,2.708,0.011,0,,8.0543,0
2024-08-24,3008110,대청,71.241,879.7776,22.657,30.249,59.05,73.66,72.0196,1017.9881,5.053,949.395,1253.1174,895.8177,20.458,0.0,0,0,0.0,6.481,2.996,0.314,0,,8.5744,0
2024-08-23,3008110,대청,71.253,880.4336,23.321,30.22,59.09,73.7356,72.0681,1022.5011,0.0552,944.342,1240.9797,887.2433,20.446,0.0,0,0,0.0,6.482,2.969,0.323,0,,8.3958,0
2024-08-22,3008110,대청,71.2639,881.0297,26.054,36.883,59.13,73.7832,72.0847,1025.3486,2.6423,944.2868,1228.3599,878.8475,26.606,0.0,0,0,0.0,6.155,3.821,0.301,0,,8.2585,0
2024-08-21,3008110,대청,71.281,881.9653,28.987,43.944,59.19,73.7496,72.0665,1023.3381,7.9312,941.6445,1227.5144,870.589,32.729,0.0,0,0,0.0,6.344,4.568,0.303,0,,7.5998,0
2024-08-20,3008110,대청,71.3046,883.2575,29.435,47.578,59.28,73.7,71.9558,1020.3744,1.642,933.7133,1226.0824,862.9892,32.738,0.0,0,0,0.0,6.436,4.535,3.869,0,,9.5902,0
2024-08-19,3008110,대청,71.3332,884.8251,15.503,48.413,59.38,73.9088,71.8311,1032.8845,0.0,932.0713,1211.0619,853.399,32.73,0.0,0,0,0.0,6.216,4.38,5.087,0,,7.0245,0
2024-08-18,3008110,대청,71.385,887.6686,11.489,48.351,59.58,74.16,71.6024,1048.0533,0.0,932.0713,1210.9569,846.3745,32.734,0.0,0,0,0.0,6.145,4.38,5.092,0,,12.1079,0
2024-08-17,3008110,대청,71.4429,890.8534,14.079,48.53,59.79,74.4,71.547,1062.6666,0.0,932.0713,1210.7104,834.2666,32.744,0.0,0,0,0.0,6.308,4.38,5.098,0,,4.466,0
2024-08-16,3008110,대청,71.4969,893.83,15.528,48.704,59.99,74.6208,71.4047,1076.2151,0.0,932.0713,1210.2936,829.8006,32.737,0.0,0,0,0.0,6.308,4.549,5.11,0,,11.6279,0
2024-08-15,3008110,대청,71.5488,896.6964,17.42,48.865,60.18,74.83,71.1079,1089.1439,0.0,932.0713,1210.2936,818.1727,32.73,0.0,0,0,0.0,6.47,4.565,5.1,0,,8.8319,0
2024-08-14,3008110,대청,71.5979,899.4133,14.425,48.818,60.36,75.0,70.9543,1099.7161,0.0,932.0713,1210.2936,809.3408,32.731,0.0,0,0,0.0,6.527,4.616,4.944,0,,6.5496,0
2024-08-13,3008110,대청,71.6515,902.3848,34.035,49.007,60.56,75.12,70.8424,1107.2144,0.037,932.0713,1210.2936,802.7912,32.752,0.0,0,0,0.0,6.459,4.556,5.24,0,,9.288,0
2024-08-12,3008110,대청,71.6748,903.6784,23.541,57.259,60.65,75.13,70.7803,1107.8406,0.111,932.0343,1210.2366,793.5032,40.872,0.0,0,0,0.0,6.273,4.598,5.516,0,,5.865,0
2024-08-11,3008110,대청,71.7272,906.5916,19.994,49.39,60.85,74.8976,70.7687,1093.3408,0.0,931.9233,1207.7789,787.6382,32.734,0.0,0,0,0.0,6.4,4.583,5.673,0,,10.6809,0
2024-08-10,3008110,대청,71.7728,909.1314,29.009,49.732,61.02,73.1157,70.6106,985.8418,0.0,931.9233,1206.383,776.9573,32.737,0.0,0,0,0.0,6.481,4.704,5.81,0,,19.2861,0
2024-08-09,3008110,대청,71.8049,910.9218,29.966,49.355,61.14,71.19,70.4845,876.9931,0.0,931.9233,1080.8103,757.6712,32.699,0.0,0,0,0.0,6.47,4.569,5.617,0,,7.969,0
2024-08-08,3008110,대청,71.8349,912.5971,36.148,49.28,61.25,71.4716,70.3312,892.4347,0.0,931.9233,1035.2022,749.7022,32.747,0.0,0,0,0.0,6.447,4.647,5.439,0,,9.6714,0
2024-08-07,3008110,대청,71.8552,913.7317,50.791,49.432,61.32,71.5584,70.098,897.2272,0.0,931.9233,1034.8122,740.0308,32.742,0.0,0,0,0.0,6.539,4.62,5.531,0,,11.4576,0
2024-08-06,3008110,대청,71.8531,913.6143,30.564,49.016,61.32,71.58,69.9958,898.4222,0.0729,931.9233,1033.9604,728.5732,32.744,0.0,0,0,0.0,6.424,4.605,5.243,0,,9.8444,0
2024-08-05,3008110,대청,71.8816,915.2085,38.177,48.609,61.42,71.5992,70.0008,899.4853,11.9,931.8504,1033.7964,718.7288,32.739,0.0,0,0,0.0,6.343,4.572,4.955,0,,2.541,0
2024-08-04,3008110,대청,71.8977,916.1098,34.807,45.829,61.48,71.6092,70.016,900.0393,1.5222,919.9504,1033.7964,716.1878,32.742,0.0,0,0,0.0,6.296,4.596,2.195,0,,4.5223,0
2024-08-03,3008110,대청,71.9147,917.0621,36.276,45.358,61.55,71.6068,70.0057,899.9063,0.105,918.4282,1033.7964,711.6655,32.752,0.0,0,0,0.0,6.377,4.6,1.629,0,,7.9583,0
2024-08-02,3008110,대청,71.9287,917.8468,41.171,45.13,61.6,71.6072,69.9524,899.9284,0.0,918.3232,1032.884,703.7072,32.721,0.0,0,0,0.0,6.447,4.581,1.381,0,,5.0193,0
2024-08-01,3008110,대청,71.9348,918.1889,47.82,44.705,61.62,71.59,70.0365,898.9758,0.0,918.3232,1030.6215,698.6879,32.759,0.0,0,0,0.0,6.47,4.724,0.752,0,,5.0737,0
2024-07-31,3008110,대청,71.93,917.9197,48.448,43.257,61.61,71.55,70.113,896.7627,0.0,918.3232,1030.6215,693.6142,31.499,0.0,0,0,0.0,6.389,4.618,0.751,0,,3.8131,0
2024-07-30,3008110,대청,71.922,917.4712,58.871,43.308,61.58,71.49,70.1899,893.4493,0.0,918.3232,1030.3742,689.8011,31.502,0.0,0,0,0.0,6.342,4.717,0.747,0,,5.5639,0
2024-07-29,3008110,대청,71.898,916.1266,74.975,43.179,61.49,71.3932,70.0746,888.1192,0.0,918.3232,1029.6489,684.2372,31.505,0.0,0,0,0.0,6.32,4.61,0.744,0,,6.5887,0
2024-07-28,3008110,대청,71.8489,913.3795,89.781,43.259,61.3,71.23,70.063,879.1766,0.0,918.3232,1028.2347,677.6485,31.502,0.0,0,0,0.0,6.331,4.682,0.744,0,,6.935,0
2024-07-27,3008110,대청,71.7769,909.36,94.838,43.292,61.03,71.16,70.1386,875.3577,6.0151,918.3232,1027.354,670.7135,31.497,0.0,0,0,0.0,6.342,4.711,0.742,0,,2.3781,0
2024-07-26,3008110,대청,71.6969,904.9064,100.502,43.336,60.73,70.888,70.1737,860.6142,0.9444,912.3081,1025.2379,668.3354,31.499,0.0,0,0,0.0,6.458,4.639,0.74,0,,4.7066,0
2024-07-25,3008110,대청,71.6079,899.9672,115.096,43.488,60.4,70.5416,70.1043,842.0584,4.1167,911.3637,1015.1389,663.6288,31.511,0.0,0,0,0.0,6.597,4.646,0.734,0,,9.7135,0
2024-07-24,3008110,대청,71.496,893.7803,138.317,43.24,59.99,70.67,70.0159,848.9077,2.994,907.247,998.9064,653.9153,31.482,0.0,0,0,0.0,6.389,4.637,0.732,0,,4.8224,0
2024-07-23,3008110,대청,71.3467,885.5656,239.879,43.218,59.43,70.8872,69.984,860.5711,1.0622,904.253,980.8516,649.0929,31.45,0.0,0,0,0.0,6.447,4.594,0.727,0,,8.6395,0
2024-07-22,3008110,대청,71.0352,868.5741,358.653,238.588,58.29,71.426,69.9327,889.9231,0.0,903.1908,971.5419,640.4534,226.983,0.0,0,0,0.0,6.273,4.605,0.727,0,,6.3871,0
2024-07-21,3008110,대청,70.8432,858.2005,484.956,358.225,57.6,71.93,69.9579,917.9197,12.2056,903.1908,971.5049,634.0663,225.635,120.633,0,0,0.0,6.551,4.688,0.718,0,,6.2108,0
2024-07-20,3008110,대청,70.639,847.2509,438.223,479.075,56.86,72.34,69.9643,941.0798,15.2224,890.9852,969.3039,627.8555,226.061,241.594,0,0,0.0,6.193,4.504,0.723,0,,5.0453,0
2024-07-19,3008110,대청,70.705,850.7806,689.204,490.998,57.1,72.4,70.0184,944.498,2.5684,875.7628,969.3039,622.8102,118.571,360.9,0,0,0.0,6.261,4.551,0.715,0,,6.6077,0
2024-07-18,3008110,대청,70.3832,833.6555,631.806,494.748,55.95,71.36,69.9793,886.2956,23.1182,873.1944,969.1835,616.2025,119.345,363.759,0,0,0.0,6.458,4.472,0.714,0,,12.5146,0
2024-07-17,3008110,대청,70.1583,821.8137,648.305,484.575,55.16,71.9,69.9278,916.2386,1.1236,850.0762,904.2805,603.6879,120.001,353.515,0,0,0.0,5.85,4.501,0.708,0,,11.6846,0
2024-07-16,3008110,대청,69.887,807.6674,225.545,480.981,54.21,73.645,69.7849,1017.094,44.6404,848.9526,878.3839,592.0033,120.484,348.917,0,0,0.0,6.372,4.498,0.71,0,,11.7801,0
2024-07-15,3008110,대청,70.309,829.7371,193.933,1448.797,55.69,74.79,69.7909,1086.6649,1.3326,804.3122,874.9944,580.2232,124.334,1312.957,0,0,0.0,6.192,4.576,0.738,0,,11.1526,0
2024-07-14,3008110,대청,72.2886,938.1574,282.359,1774.304,62.96,72.2724,69.6522,937.2374,0.0,802.9796,812.5844,569.0706,231.076,1531.546,0,0,0.0,6.285,4.614,0.783,0,,14.9666,0
2024-07-13,3008110,대청,74.4718,1067.0614,380.56,1775.704,71.61,70.57,69.6953,843.5704,0.1093,802.9796,648.4167,554.104,226.73,1537.17,0,0,0.0,6.311,4.675,0.818,0,,10.3421,0
2024-07-12,3008110,대청,76.3781,1187.6018,527.029,1780.05,79.7,71.59,69.6565,898.9758,0.1042,802.8703,637.218,543.7619,219.227,1548.813,0,0,0.0,6.354,4.807,0.849,0,,9.8992,0
2024-07-11,3008110,대청,77.9979,1295.8628,1092.783,1777.618,86.97,72.3332,69.6659,940.6928,0.9203,802.7661,630.7219,533.8627,213.153,1552.428,0,0,0.0,6.389,4.782,0.866,0,,12.6612,0
2024-07-10,3008110,대청,78.851,1355.0326,3992.832,1096.323,90.94,73.0036,69.3605,979.2967,111.0349,801.8458,605.1525,521.2015,217.161,867.73,0,0,0.0,5.845,4.756,0.831,0,,21.3624,0
2024-07-09,3008110,대청,75.081,1104.7742,1377.586,429.502,74.15,73.145,68.7202,987.5568,42.2003,690.8109,591.5647,499.8391,224.95,192.848,0,0,0.0,6.273,4.635,0.796,0,,20.4783,0
2024-07-08,3008110,대청,73.7416,1022.8597,1695.691,149.304,68.65,73.02,68.454,980.2526,115.6252,648.6106,590.3487,479.3608,137.882,0.0,0,0,0.0,6.158,4.514,0.75,0,,14.2498,0
2024-07-07,3008110,대청,71.4138,889.2519,115.629,42.7,59.68,72.3076,68.1257,939.237,32.835,532.9854,588.2293,465.111,31.489,0.0,0,0,0.0,6.077,4.403,0.731,0,,9.747,0
2024-07-06,3008110,대청,71.299,882.9508,69.559,42.956,59.26,71.97,67.9082,920.164,0.037,500.1504,539.5758,455.364,31.507,0.0,0,0,0.0,6.18,4.539,0.73,0,,12.9219,0
2024-07-05,3008110,대청,71.257,880.6523,100.46,42.838,59.1,71.4436,67.6996,890.892,5.0485,500.1134,539.5758,442.4421,31.501,0.0,0,0,0.0,6.18,4.425,0.732,0,,11.8788,0
2024-07-04,3008110,대청,71.1658,875.6737,187.268,43.016,58.77,70.3328,67.5278,830.9927,0.0,495.0649,510.4269,430.5633,31.527,0.0,0,0,0.0,6.227,4.533,0.729,0,,11.0926,0
2024-07-03,3008110,대청,70.9361,863.2104,256.336,42.838,57.93,70.1,67.3337,818.761,24.0619,495.0649,459.4705,419.4707,31.487,0.0,0,0,0.0,6.192,4.439,0.72,0,,17.0857,0
2024-07-02,3008110,대청,70.5924,844.7642,148.431,43.013,56.7,69.96,67.18,811.459,33.9859,471.003,459.4705,402.385,31.512,0.0,0,0,0.0,6.296,4.485,0.72,0,,13.2311,0
2024-07-01,3008110,대청,70.421,835.6561,152.142,42.919,56.08,69.7004,67.0653,798.0256,0.0,437.0171,459.4705,389.1539,31.479,0.0,0,0,0.0,6.181,4.541,0.718,0,,11.2253,0
2024-06-30,3008110,대청,70.2422,826.2192,98.097,57.851,55.45,69.01,67.0366,762.9759,32.8859,437.0171,459.4705,377.9286,46.7,0.0,0,0,0.0,5.973,4.465,0.713,0,,5.9789,0
2024-06-29,3008110,대청,70.176,822.7419,48.9,58.132,55.22,68.11,67.0575,718.7616,35.641,404.1312,439.0721,371.9497,46.666,0.0,0,0,0.0,6.18,4.57,0.716,0,,8.974,0
2024-06-28,3008110,대청,70.1912,823.5395,14.651,59.673,55.27,67.8508,67.0826,706.3379,0.0,368.4902,391.4559,362.9757,46.682,0.0,0,0,0.0,6.285,4.541,2.165,0,,4.4424,0
2024-06-27,3008110,대청,70.2652,827.4294,19.918,62.015,55.53,67.58,67.0759,693.5065,0.0,368.4902,380.274,358.5333,46.661,0.0,0,0,0.0,6.25,4.544,4.56,0,,9.0924,0
2024-06-26,3008110,대청,70.3342,831.0666,18.092,58.404,55.78,67.486,67.0953,689.0879,0.0,368.4902,365.9493,349.4409,46.707,0.0,0,0,0.0,6.273,4.582,0.842,0,,7.761,0
2024-06-25,3008110,대청,70.4001,834.5496,21.071,58.478,56.01,67.46,67.1118,687.8689,0.0,368.4902,311.1385,341.6799,46.673,0.0,0,0,0.0,6.481,4.492,0.832,0,,3.9403,0
2024-06-24,3008110,대청,70.4611,837.7815,28.316,58.367,56.23,67.54,67.0448,691.624,0.0,368.4902,310.8027,337.7396,46.684,0.0,0,0,0.0,6.25,4.602,0.831,0,,9.5992,0
2024-06-23,3008110,대청,70.51,840.3779,21.39,57.97,56.4,67.62,67.0387,695.3923,3.4886,368.4902,310.8027,328.1404,46.677,0.0,0,0,0.0,6.019,4.438,0.836,0,,5.6444,0
2024-06-22,3008110,대청,70.5694,843.5384,26.182,61.116,56.61,67.6908,67.0922,698.7383,12.929,365.0016,310.8027,322.496,46.679,0.0,0,0,0.0,6.227,4.502,3.708,0,,5.4744,0
2024-06-21,3008110,대청,70.626,846.5567,16.378,63.592,56.82,67.77,67.1525,702.4935,0.0,352.0726,310.0814,317.0216,46.664,0.0,0,0,0.0,6.481,4.526,5.921,0,,3.8903,0
2024-06-20,3008110,대청,70.7023,850.636,14.768,151.491,57.09,67.8452,67.0682,706.071,0.0,352.0726,303.8483,313.1313,134.617,0.0,0,0,0.0,6.539,4.482,5.853,0,,6.9447,0
2024-06-19,3008110,대청,70.922,862.4488,13.36,151.295,57.88,67.93,67.0454,710.1193,0.0,352.0726,303.3775,306.1866,134.94,0.0,0,0,0.0,6.389,4.521,5.445,0,,5.5259,0
2024-06-18,3008110,대청,71.1418,874.3664,16.132,151.024,58.68,68.0164,67.1213,714.2592,0.0,352.0726,303.3775,300.6607,134.789,0.0,0,0,0.0,6.285,4.49,5.46,0,,5.6245,0
2024-06-17,3008110,대청,71.355,886.0211,11.853,150.901,59.46,68.0996,67.2206,718.2604,0.0,352.0726,303.3775,295.0362,134.617,0.0,0,0,0.0,6.296,4.53,5.458,0,,2.2611,0
2024-06-16,3008110,대청,71.573,898.0349,19.779,150.921,60.27,68.1776,67.3319,722.0245,0.1159,352.0726,303.3775,292.7751,134.744,0.0,0,0,0.0,6.193,4.461,5.523,0,,0.3159,0
2024-06-15,3008110,대청,71.777,909.3656,13.178,150.902,61.03,68.25,67.439,725.5296,3.8076,351.9567,303.3775,292.4592,134.481,0.0,0,0,0.0,6.377,4.535,5.509,0,,2.4871,0
2024-06-14,3008110,대청,71.9896,921.2649,17.262,151.278,61.83,68.3264,67.5227,729.24,1.3673,348.1491,302.8997,289.9721,134.885,0.0,0,0,0.0,6.366,4.505,5.522,0,,5.3526,0
2024-06-13,3008110,대청,72.1949,932.8439,20.037,151.16,62.61,68.3996,67.6171,732.8064,0.0,346.7818,298.152,284.6195,134.587,0.0,0,0,0.0,6.389,4.626,5.558,0,,1.3293,0
2024-06-12,3008110,대청,72.3943,944.173,16.443,151.37,63.37,68.45,67.7211,735.2683,0.0,346.7818,298.152,283.2902,134.673,0.0,0,0,0.0,6.481,4.636,5.58,0,,1.8637,0
