관측년월일,댐코드,댐명,저수위,저수량,유입량,총방류량,저수율,전년저수위,예년저수위,예년저수량,강수량,금년누가강우량,전년누가강우량,예년평균누가강우량,발전방류량,여수로방류량,기타방류량1,기타방류량2,기타방류량3,취수량1,취수량2,취수량3,outlet방류량,07시강수량,예년강수량,기타발전방류량
2021-08-12,3008110,대청,71.08,871.006,65.179,58.893,58.5,74.41,70.512,1040.608,0.0525,720.823,1273.1318,763.0662,41.999,0,0,0,0,5.799,4.572,6.523,0,,7.6763,0
2021-08-11,3008110,대청,71.07,870.462,27.167,58.62,58.4,75.81,70.4459,1126.546,0.0553,720.7705,1265.9189,755.3899,41.979,0,0,0,0,5.683,4.47,6.488,0,,7.7552,0
2021-08-10,3008110,대청,71.12,873.18,39.222,58.122,58.6,75.97,70.3915,1136.627,10.0372,720.7152,1214.7244,747.6347,42.028,0,0,0,0,5.902,4.535,5.657,0,,11.4755,0
2021-08-09,3008110,대청,71.15,874.813,39.153,58.075,58.7,77.41,70.4346,1229.778,0,710.678,1180.7326,736.1592,42.03,0,0,0,0,5.776,4.534,5.735,0,,6.2006,0
2021-08-08,3008110,대청,71.18,876.448,57.859,57.859,58.8,75.27,70.3888,1092.919,3.2028,710.678,1171.9573,729.9586,41.989,0,0,0,0,5.649,4.506,5.715,0,,7.876,0
2021-08-07,3008110,대청,71.18,876.448,61.624,55.314,58.8,72.29,70.3593,918.078,0.2466,707.4752,1090.0934,722.0826,42.001,0,0,0,0,5.74,4.511,3.062,0,,8.0098,0
2021-08-06,3008110,대청,71.17,875.903,57.887,57.887,58.8,72.31,70.3854,919.192,7.2393,707.2286,1018.3802,714.0728,42.03,0,0,0,0,5.857,4.524,5.476,0,,6.4094,0
2021-08-05,3008110,대청,71.17,875.903,75.399,56.485,58.8,72.9,70.3495,952.41,3.2179,699.9893,998.331,707.6634,42.012,0,0,0,0,5.787,4.52,4.166,0,,1.6776,0
2021-08-04,3008110,대청,71.14,874.268,141.514,53.53,58.7,73.61,70.2832,993.306,0.1077,696.7714,986.4002,705.9858,42.021,0,0,0,0,5.88,4.551,1.078,0,,9.5019,0
2021-08-03,3008110,대청,71,866.667,196.349,52.817,58.2,74.77,70.1466,1062.32,3.8258,696.6637,978.6477,696.4839,41.987,0,0,0,0,5.684,4.459,0.687,0,,9.7058,0
2021-08-02,3008110,대청,70.77,854.266,102.657,53.028,57.3,76.26,70.0846,1155.034,24.0507,692.8379,977.1635,686.7781,42.038,0,0,0,0,5.798,4.28,0.912,0,,6.6055,0
2021-08-01,3008110,대청,70.69,849.978,39.992,58.585,57.1,77.56,70.1415,1239.735,41.498,668.7872,974.9602,680.1726,42.009,0,0,0,0,5.672,4.426,6.478,0,,6.6249,0
2021-07-31,3008110,대청,70.72,851.584,12.677,43.713,57.2,78.52,70.2124,1304.602,9.7045,627.2892,970.4559,673.5477,25.916,0,0,0,0,5.683,4.631,7.483,0,,3.6299,0
2021-07-30,3008110,대청,70.77,854.266,12.711,43.806,57.3,79.14,70.2598,1347.558,0.1902,617.5847,965.8842,669.9178,25.909,0,0,0,0,5.81,4.597,7.49,0,,5.6937,0
2021-07-29,3008110,대청,70.82,856.952,19.054,43.973,57.5,75.96,70.2061,1135.995,4.0698,617.3945,870.1191,664.2241,25.909,0,0,0,0,5.903,4.663,7.498,0,,6.2152,0
2021-07-28,3008110,대청,70.86,859.105,12.729,43.932,57.7,75.44,70.2395,1103.44,0,613.3247,831.9102,658.0089,25.914,0,0,0,0,5.903,4.604,7.511,0,,5.2786,0
2021-07-27,3008110,대청,70.91,861.801,12.707,43.969,57.84,75.7,70.3388,1119.647,0,613.3247,810.7351,652.7303,25.908,0,0,0,0,5.903,4.638,7.52,0,,3.0113,0
2021-07-26,3008110,대청,70.96,864.502,18.923,43.976,58,75.98,70.3012,1137.259,0,613.3247,807.2933,649.719,25.905,0,0,0,0,5.926,4.615,7.53,0,,7.8246,0
2021-07-25,3008110,대청,71,866.667,12.547,43.916,58.2,76.13,70.2834,1146.761,0,613.3247,804.8949,641.8944,25.912,0,0,0,0,5.88,4.591,7.533,0,,8.0993,0
2021-07-24,3008110,대청,71.05,869.377,18.892,44.03,58.4,75.65,70.2032,1116.519,0,613.3247,794.6074,633.7951,25.909,0,0,0,0,5.961,4.626,7.534,0,,4.2324,0
2021-07-23,3008110,대청,71.09,871.549,25.211,44.09,58.5,74.54,69.9866,1048.418,0,613.3247,772.8396,629.5627,25.912,0,0,0,0,5.996,4.635,7.547,0,,13.1363,0
2021-07-22,3008110,대청,71.12,873.18,25.291,44.191,58.6,74.25,69.689,1031.044,0,613.3247,725.2194,616.4264,25.893,0,0,0,0,6.099,4.643,7.556,0,,10.0381,0
2021-07-21,3008110,대청,71.15,874.813,31.617,44.229,58.7,74.55,69.6844,1049.02,0,613.3247,682.1785,606.3883,25.923,0,0,0,0,6.1,4.652,7.554,0,,5.971,0
2021-07-20,3008110,대청,71.17,875.903,42.876,42.876,58.8,75.04,69.6841,1078.779,0.0634,613.3247,682.1512,600.4173,25.92,0,0,0,0,5.892,4.593,6.471,0,,4.0249,0
2021-07-19,3008110,대청,71.17,875.903,39.169,39.169,58.8,75.51,69.6471,1107.789,3.6127,613.2613,658.5223,596.3924,25.911,0,0,0,0,5.799,4.637,2.822,0,,5.6466,0
2021-07-18,3008110,대청,71.17,875.903,38.936,38.936,58.8,75.98,69.562,1137.259,3.5977,609.6486,655.7566,590.7458,25.902,0,0,0,0,5.579,4.636,2.819,0,,6.2554,0
2021-07-17,3008110,대청,71.17,875.903,38.79,38.79,58.8,76.22,69.28,1152.485,1.6603,606.0509,655.7566,584.4904,25.891,0,0,0,0,5.741,4.648,2.51,0,,12.4787,0
2021-07-16,3008110,대청,71.17,875.903,54.437,193.797,58.8,76.16,68.8176,1148.667,5.7043,604.3906,655.7566,572.0117,181.902,0,0,0,0,5.914,4.632,1.349,0,,12.7355,0
2021-07-15,3008110,대청,71.39,887.943,58.956,193.056,59.6,75.92,68.5849,1133.471,1.5819,598.6863,655.5328,559.2762,182.08,0,0,0,0,5.845,4.607,0.524,0,,14.0895,0
2021-07-14,3008110,대청,71.6,899.53,63.887,192.577,60.4,75.58,68.3627,1112.149,0.7984,597.1044,650.8934,545.1867,181.898,0,0,0,0,5.903,4.65,0.126,0,,10.3229,0
2021-07-13,3008110,대청,71.8,910.648,82.823,192.958,61.1,74.4,69.51,1040.009,0,596.306,646.1661,531.4696,182.051,0,0,0,0,6.146,4.633,0.128,0,,10.5803,0
2021-07-12,3008110,대청,71.97,920.164,135.169,245.991,61.8,71.92,67.7922,897.614,0.2117,596.306,560.091,522.8832,235.281,0,0,0,0,5.973,4.607,0.13,0,,13.8113,0
2021-07-11,3008110,대청,72.14,929.739,159.841,245.051,62.4,72.02,67.6876,903.118,3.1525,596.0943,510.8934,509.0719,234.582,0,0,0,0,5.729,4.606,0.134,0,,14.3854,0
2021-07-10,3008110,대청,72.27,937.101,219.585,239.306,62.9,72.16,67.4649,910.857,8.7903,592.9418,510.7794,494.6865,229.115,0,0,0,0,5.394,4.66,0.137,0,,11.6097,0
2021-07-09,3008110,대청,72.3,938.805,552.105,245.603,63,72.31,67.2171,919.192,2.5847,584.1515,497.6913,483.0768,234.966,0,0,0,0,5.999,4.521,0.117,0,,12.7386,0
2021-07-08,3008110,대청,71.83,912.323,1625.774,148.542,61.2,72.42,67.9875,925.333,66.5767,581.5668,497.6913,468.3443,138.343,0,0,0,0,5.787,4.285,0.127,0,,10.3807,0
2021-07-07,3008110,대청,69.44,784.69,466.301,82.358,52.7,72.4,67.76,924.214,36.3759,514.9901,497.6913,457.9636,72.013,0,0,0,0,5.799,4.429,0.117,0,,7.1263,0
2021-07-06,3008110,대청,68.78,751.518,189.147,166.212,50.4,72.39,66.6846,923.656,21.0288,478.6142,497.4419,453.9738,155.851,0,0,0,0,5.614,4.396,0.351,0,,12.0301,0
2021-07-05,3008110,대청,68.74,749.536,59.953,250.31,50.3,72.56,66.3995,933.183,32.0035,457.5854,466.8191,441.9437,239.738,0,0,0,0,5.73,4.419,0.423,0,,9.4741,0
2021-07-04,3008110,대청,69.07,765.983,46.043,150.97,51.4,72.74,66.2661,964.008,5.1177,425.5819,466.8191,432.4696,140.661,0,0,0,0,5.51,4.434,0.365,0,,9.4484,0
2021-07-03,3008110,대청,69.25,775.049,46.88,82.027,52,72.91,66.1356,973.852,29.1003,420.4642,466.5526,423.0212,72,0,0,0,0,5.201,4.449,0.377,0,,12.0826,0
2021-07-02,3008110,대청,69.31,778.085,18.902,83.562,52.2,73.05,66.0202,960.966,0,391.3639,462.2346,410.9386,72.024,0,0,0,0,6.512,4.521,0.505,0,,9.9983,0
2021-07-01,3008110,대청,69.42,783.672,18.446,83.395,52.6,73.16,65.9466,967.268,0.1042,391.3639,462.2346,400.9403,72.095,0,0,0,0,6.088,4.507,0.705,0,,10.0874,0
2021-06-30,3008110,대청,69.53,789.284,32.428,56.117,53,73.22,65.9359,970.717,0.6443,391.2597,460.4956,390.8529,45.103,0,0,0,0,5.776,4.524,0.714,0,,4.9144,0
2021-06-29,3008110,대청,69.57,791.33,31.264,60.929,53.1,73.17,65.8976,967.843,3.062,390.6154,442.5125,385.9385,45.154,0,0,0,0,5.799,4.424,5.552,0,,7.4761,0
2021-06-28,3008110,대청,69.62,793.893,18.981,60.613,53.3,73.15,65.9037,966.694,0.6283,387.5534,407.7963,378.4624,45.113,0,0,0,0,5.556,4.377,5.567,0,,5.0633,0
2021-06-27,3008110,대청,69.69,797.49,37.036,60.878,53.5,73.2,65.8715,969.566,0.0525,386.9251,407.7963,373.3991,45.03,0,0,0,0,5.51,4.46,5.878,0,,9.7704,0
2021-06-26,3008110,대청,69.73,799.55,36.669,60.549,53.7,73.24,65.8478,971.868,4.9785,386.8726,407.7963,363.6287,45.106,0,0,0,0,5.706,4.439,5.298,0,,4.9927,0
2021-06-25,3008110,대청,69.77,801.614,31.594,61.498,53.8,73.29,65.7098,974.749,7.3114,381.8941,407.6863,358.636,45.107,0,0,0,0,5.729,4.43,6.232,0,,9.1781,0
2021-06-24,3008110,대청,69.82,804.197,32.36,62.323,54,73.32,65.5498,976.48,0.057,374.5827,405.7299,349.4579,45.115,0,0,0,0,5.718,4.322,7.168,0,,11.7171,0
2021-06-23,3008110,대청,69.87,806.786,16.857,58.906,54.2,73.36,65.521,978.791,5.0587,374.5257,401.3943,337.7408,45.067,0,0,0,0,5.81,4.272,3.757,0,,7.1099,0
2021-06-22,3008110,대청,69.94,810.419,19.366,55.501,54.4,73.41,65.5641,981.684,1.2376,369.467,401.3943,330.6309,45.126,0,0,0,0,5.799,4.498,0.078,0,,4.5454,0
2021-06-21,3008110,대청,70,813.541,22.364,58.585,54.6,73.44,65.598,983.422,0,368.2294,401.3943,326.0855,45.12,0,0,0,0,5.857,4.444,3.164,0,,3.1011,0
2021-06-20,3008110,대청,70.06,816.671,25.411,61.718,54.8,73.47,65.52,985.162,0,368.2294,401.2901,322.9844,45.122,0,0,0,0,5.671,4.577,6.348,0,,10.2453,0
2021-06-19,3008110,대청,70.12,819.807,24.931,61.323,55,73.5,65.5366,986.904,0,368.2294,401.2901,312.7391,45.121,0,0,0,0,5.301,4.466,6.435,0,,6.6023,0
2021-06-18,3008110,대청,70.18,822.952,37.114,61.423,55.2,73.5,65.6039,986.904,2.7817,368.2294,401.0315,306.1368,45.119,0,0,0,0,5.66,4.44,6.204,0,,5.104,0
2021-06-17,3008110,대청,70.22,825.052,25.137,61.672,55.4,73.5,65.5963,986.904,0.3555,365.4477,398.5842,301.0328,45.097,0,0,0,0,5.764,4.557,6.254,0,,5.3855,0
2021-06-16,3008110,대청,70.28,828.209,25.147,61.768,55.6,73.47,67.006,985.162,0.3774,365.0922,398.5842,292.5108,45.085,0,0,0,0,5.845,4.537,6.301,0,,0.3574,0
2021-06-15,3008110,대청,70.34,831.373,25.308,62.015,55.8,73.32,65.712,976.48,1.8334,364.7148,398.5842,292.1534,45.09,0,0,0,0,5.857,4.466,6.602,0,,1.0113,0
2021-06-14,3008110,대청,70.4,834.544,25.737,62.53,56,72.7,65.7959,941.072,0,362.8814,398.5842,291.1421,45.103,0,0,0,0,5.914,4.624,6.889,0,,3.9721,0
2021-06-13,3008110,대청,70.46,837.723,38.55,63.126,56.2,72.29,65.8854,918.078,0.0525,362.8814,342.2481,287.17,45.099,0,0,0,0,5.684,4.504,7.839,0,,2.0482,0
2021-06-12,3008110,대청,70.5,839.847,51.139,63.441,56.4,72.22,65.972,914.186,0,362.8289,328.8962,285.1218,45.112,0,0,0,0,5.856,4.635,7.838,0,,1.9688,0
2021-06-11,3008110,대청,70.52,840.909,45.771,58.083,56.4,72.15,66.0585,910.303,15.0041,362.8289,324.1588,283.153,45.118,0,0,0,0,5.926,4.594,2.445,0,,3.2096,0
2021-06-10,3008110,대청,70.54,841.973,34.478,59.13,56.5,72.01,66.1278,902.567,1.2953,347.8248,294.5425,279.9434,45.114,0,0,0,0,5.729,4.638,3.649,0,,5.246,0
2021-06-09,3008110,대청,70.58,844.103,37.943,62.633,56.7,72.02,66.2039,903.118,0,346.5295,267.1313,274.6974,45.111,0,0,0,0,5.88,4.575,7.067,0,,1.9294,0
2021-06-08,3008110,대청,70.62,846.236,42.953,61.496,56.8,72.08,66.2673,906.43,0,346.5295,267.1313,272.768,45.109,0,0,0,0,5.695,4.613,6.079,0,,4.1073,0
2021-06-07,3008110,대청,70.65,847.839,55.759,55.759,56.9,72.16,66.3624,910.857,0,346.5295,267.1313,268.6607,45.111,0,0,0,0,5.787,4.546,0.315,0,,3.9928,0
2021-06-06,3008110,대청,70.65,847.839,68.316,62.133,56.9,72.22,66.4705,914.186,0.175,346.5295,267.0271,264.6679,45.114,0,0,0,0,5.66,4.592,6.767,0,,1.1267,0
2021-06-05,3008110,대청,70.64,847.304,101.442,58.225,56.9,72.29,66.5702,918.078,0,346.3545,263.8242,263.5412,45.11,0,0,0,0,5.81,4.597,2.708,0,,1.6224,0
2021-06-04,3008110,대청,70.57,843.57,80.625,55.982,56.6,72.36,66.6744,921.98,1.6437,346.3545,263.8242,261.9188,45.097,0,0,0,0,5.267,4.617,1.001,0,,0.2193,0
2021-06-03,3008110,대청,70.53,841.441,65.592,59.437,56.5,72.42,66.7629,925.333,27.4153,344.7108,263.8242,261.6995,45.126,0,0,0,0,5.833,4.482,3.996,0,,2.1568,0
2021-06-02,3008110,대청,70.52,840.909,44.409,62.88,56.4,72.48,66.8698,949.067,0,317.2955,263.8242,259.5427,45.107,0,0,0,0,5.394,4.613,7.766,0,,3.1094,0
2021-06-01,3008110,대청,70.55,842.505,68.586,62.426,56.5,72.54,66.9727,952.503,0,317.2955,263.8242,256.4333,45.162,0,0,0,0,5.81,4.566,6.888,0,,2.7159,0
2021-05-31,3008110,대청,70.54,841.973,73.113,48.499,56.5,72.61,67.0759,935.996,7.8036,317.2955,263.3934,253.7174,32.584,0,0,0,0,5.556,4.569,5.79,0,,0.6973,0
2021-05-30,3008110,대청,70.5,839.847,80.488,49.774,56.4,72.65,67.1546,938.25,5.485,309.4919,263.3934,253.0201,32.507,0,0,0,0,5.74,4.608,6.919,0,,2.2954,0
2021-05-29,3008110,대청,70.45,837.193,95.036,46.017,56.2,72.69,67.2361,940.507,0,304.0011,263.3934,250.7247,32.512,0,0,0,0,5.545,4.55,3.41,0,,0.9035,0
2021-05-28,3008110,대청,70.37,832.958,63.585,45.242,55.9,72.73,67.3305,942.767,29.5347,304.0011,263.3934,249.8212,32.53,0,0,0,0,5.498,4.472,2.742,0,,2.2039,0
2021-05-27,3008110,대청,70.34,831.373,41.558,47.67,55.8,72.77,67.418,945.031,1.239,274.4664,263.3934,247.6173,32.513,0,0,0,0,5.498,4.519,5.14,0,,1.7643,0
2021-05-26,3008110,대청,70.35,831.901,27.93,46.28,55.8,72.81,67.5139,947.298,0,273.2274,263.3934,245.853,32.507,0,0,0,0,5.359,4.559,3.855,0,,1.9409,0
2021-05-25,3008110,대청,70.38,833.486,34.108,46.353,55.9,72.84,67.6041,949,1.4973,273.2274,263.3934,243.9121,32.515,0,0,0,0,5.533,4.448,3.857,0,,1.7022,0
2021-05-24,3008110,대청,70.4,834.544,40.287,46.413,56,72.86,67.6968,950.136,0,271.7301,263.3934,242.2099,32.477,0,0,0,0,5.521,4.557,3.858,0,,2.1304,0
2021-05-23,3008110,대청,70.41,835.074,52.596,46.47,56.1,72.89,67.7732,951.841,0,271.7301,260.5814,240.0795,32.503,0,0,0,0,5.521,4.584,3.862,0,,1.4365,0
2021-05-22,3008110,대청,70.4,834.544,58.648,46.403,56,72.91,67.8459,952.979,0,271.7301,260.5814,238.643,32.526,0,0,0,0,5.452,4.566,3.859,0,,1.9021,0
2021-05-21,3008110,대청,70.38,833.486,58.494,46.258,55.9,72.92,67.921,953.548,2.9918,271.7301,260.5541,236.7409,32.51,0,0,0,0,5.44,4.502,3.806,0,,2.199,0
2021-05-20,3008110,대청,70.36,832.429,64.7,46.364,55.9,72.92,67.9932,953.548,10.3968,268.7383,260.5541,234.5419,32.508,0,0,0,0,5.544,4.498,3.814,0,,1.4025,0
2021-05-19,3008110,대청,70.33,830.845,70.862,46.448,55.8,72.9,68.0646,952.41,0,258.3415,260.5268,233.1394,32.513,0,0,0,0,5.533,4.546,3.856,0,,2.2317,0
2021-05-18,3008110,대청,70.29,828.736,89.073,46.44,55.6,72.9,68.1422,952.41,0.3721,258.3415,257.5683,230.9077,32.507,0,0,0,0,5.498,4.576,3.859,0,,4.3663,0
2021-05-17,3008110,대청,70.22,825.052,76.376,45.995,55.4,72.88,68.2095,951.272,4.6873,257.9694,236.9889,226.5414,32.509,0,0,0,0,5.659,4.539,3.288,0,,1.8585,0
2021-05-16,3008110,대청,70.17,822.427,55.914,43.778,55.2,72.9,68.2656,952.41,39.7444,253.2821,236.9889,224.6829,32.501,0,0,0,0,5.556,4.589,1.132,0,,3.5566,0
2021-05-15,3008110,대청,70.15,821.379,29.4,47.607,55.1,72.92,68.2844,953.548,2.3036,213.5377,236.9226,221.1263,32.509,0,0,0,0,5.695,4.615,4.788,0,,1.3808,0
2021-05-14,3008110,대청,70.18,822.952,23.274,47.583,55.2,72.93,68.2888,954.117,0,211.2341,220.7286,219.7455,32.507,0,0,0,0,5.521,4.552,5.003,0,,2.0623,0
2021-05-13,3008110,대청,70.22,825.052,29.684,47.941,55.4,72.95,68.3059,955.257,0,211.2341,220.7286,217.6832,32.508,0,0,0,0,5.66,4.558,5.215,0,,6.6977,0
2021-05-12,3008110,대청,70.25,826.63,29.799,48.077,55.5,72.99,68.3376,957.538,0,211.2341,220.7286,210.9855,32.514,0,0,0,0,5.798,4.554,5.211,0,,2.3475,0
2021-05-11,3008110,대청,70.28,828.209,33.951,46.149,55.6,73.02,68.359,959.251,9.6338,211.2341,220.7286,208.638,32.52,0,0,0,0,5.579,4.547,3.503,0,,4.2666,0
2021-05-10,3008110,대청,70.3,829.263,27.91,46.224,55.7,73.04,68.3732,960.394,12.0061,201.6003,220.7286,204.3714,32.552,0,0,0,0,5.521,4.472,3.679,0,,4.4769,0
2021-05-09,3008110,대청,70.33,830.845,16.181,46.752,55.8,73.05,68.3944,960.966,0,189.5942,220.3997,199.8945,32.501,0,0,0,0,5.579,4.626,4.046,0,,2.1797,0
2021-05-08,3008110,대청,70.38,833.486,15.998,46.629,55.9,73.06,68.3968,961.537,0,189.5942,204.242,197.7148,32.517,0,0,0,0,5.474,4.585,4.053,0,,1.0285,0
2021-05-07,3008110,대청,70.43,836.133,28.472,46.879,56.1,73.1,68.3678,963.827,1.5427,189.5942,198.1438,196.6863,32.516,0,0,0,0,5.833,4.559,3.971,0,,6.2241,0
2021-05-06,3008110,대청,70.46,837.723,15.617,46.343,56.2,73.14,68.3515,966.121,0,188.0515,198.1438,190.4622,32.498,0,0,0,0,5.336,4.537,3.972,0,,4.4405,0
2021-05-05,3008110,대청,70.51,840.378,21.961,46.585,56.4,73.17,68.3902,967.843,2.4176,188.0515,198.1438,186.0217,32.495,0,0,0,0,5.567,4.559,3.964,0,,1.8152,0
2021-05-04,3008110,대청,70.55,842.505,22.088,46.75,56.5,73.21,68.4193,970.141,5.4707,185.6339,194.9104,184.2065,32.508,0,0,0,0,5.741,4.521,3.98,0,,1.1713,0
2021-05-03,3008110,대청,70.59,844.636,15.918,46.799,56.7,73.25,68.44,972.443,0.0663,180.1632,194.9104,183.0352,32.493,0,0,0,0,5.799,4.513,3.994,0,,3.9304,0
2021-05-02,3008110,대청,70.64,847.304,15.685,46.626,56.9,73.29,68.4727,974.749,3.7707,180.0969,191.8743,179.1048,32.493,0,0,0,0,5.556,4.577,4,0,,2.1925,0
2021-05-01,3008110,대청,70.69,849.978,21.932,46.727,57.1,73.32,68.4883,976.48,1.9994,176.3262,191.8743,176.9123,32.509,0,0,0,0,5.637,4.531,4.05,0,,1.5214,0
2021-04-30,3008110,대청,70.73,852.12,11.237,36.07,57.2,73.36,68.4737,978.791,0.3749,174.3268,191.8743,175.3909,22.112,0,0,0,0,5.787,4.607,3.564,0,,3.1231,0
2021-04-29,3008110,대청,70.77,854.266,10.697,35.569,57.33,73.41,68.4739,981.684,0.037,173.9519,191.8743,172.2678,22.094,0,0,0,0,5.88,4.536,3.059,0,,4.1768,0
2021-04-28,3008110,대청,70.81,856.414,16.509,35.188,57.5,73.44,68.4854,983.422,0,173.9149,191.8743,168.091,22.086,0,0,0,0,5.444,4.542,3.116,0,,2.7936,0
2021-04-27,3008110,대청,70.84,858.028,11.987,43.166,57.6,73.48,68.5185,985.742,0,173.9149,191.8743,165.2974,29.602,0,0,0,0,5.945,4.486,3.133,0,,1.4995,0
2021-04-26,3008110,대청,70.89,860.722,17.057,35.793,57.8,73.53,68.5527,988.648,0,173.9149,191.8743,163.7979,22.114,0,0,0,0,5.903,4.641,3.135,0,,1.8117,0
2021-04-25,3008110,대청,70.92,862.341,16.939,35.696,57.9,73.56,68.5529,990.393,0,173.9149,191.8743,161.9862,22.094,0,0,0,0,5.799,4.662,3.141,0,,2.3832,0
2021-04-24,3008110,대청,70.95,863.961,10.752,35.795,58,73.59,68.541,992.141,0,173.9149,191.8743,159.603,22.095,0,0,0,0,5.995,4.561,3.144,0,,0.7312,0
2021-04-23,3008110,대청,70.99,866.125,10.77,35.851,58.1,73.63,68.5395,994.473,0,173.9149,191.8743,158.8718,22.116,0,0,0,0,6.03,4.549,3.156,0,,3.3069,0
2021-04-22,3008110,대청,71.03,868.292,17.202,36.038,58.3,73.66,68.5537,996.225,0,173.9149,191.8743,155.5649,22.114,0,0,0,0,6.18,4.583,3.161,0,,2.7725,0
2021-04-21,3008110,대청,71.06,869.92,23.215,35.784,58.4,73.68,68.5627,997.394,0,173.9149,191.8743,152.7924,22.086,0,0,0,0,5.915,4.618,3.165,0,,3.0303,0
2021-04-20,3008110,대청,71.08,871.006,28.99,35.278,58.5,73.7,68.5417,998.563,0,173.9149,191.808,149.7621,22.11,0,0,0,0,5.845,4.581,2.742,0,,2.0869,0
2021-04-19,3008110,대청,71.09,871.549,20.41,32.993,58.5,73.71,68.538,999.148,0,173.9149,191.5049,147.6752,22.106,0,0,0,0,5.451,4.657,0.779,0,,3.2052,0
2021-04-18,3008110,대청,71.11,872.636,26.512,32.807,58.6,73.74,68.51,1000.905,0,173.9149,174.6339,144.47,22.097,0,0,0,0,5.694,4.631,0.385,0,,3.7857,0
2021-04-17,3008110,대청,71.12,873.18,20.256,32.854,58.6,73.76,68.5224,1002.077,0,173.9149,173.6098,140.6843,22.101,0,0,0,0,5.752,4.611,0.39,0,,3.7272,0
2021-04-16,3008110,대청,71.14,874.268,32.801,32.801,58.7,73.79,68.5302,1003.836,0,173.9149,166.1338,136.9571,22.073,0,0,0,0,5.775,4.569,0.384,0,,2.2825,0
2021-04-15,3008110,대청,71.14,874.268,44.025,31.427,58.7,73.83,68.5546,1006.185,0,173.9149,166.1338,134.6746,20.496,0,0,0,0,5.949,4.599,0.383,0,,0.8027,0
2021-04-14,3008110,대청,71.12,873.18,37.459,31.164,58.6,73.87,68.5729,1008.537,0,173.9149,166.1338,133.8719,20.502,0,0,0,0,5.683,4.591,0.388,0,,1.4183,0
2021-04-13,3008110,대청,71.11,872.636,31.19,31.19,58.6,73.9,68.5795,1010.303,0.8691,173.9149,166.1338,132.4536,20.498,0,0,0,0,5.705,4.601,0.386,0,,1.2551,0
2021-04-12,3008110,대청,71.11,872.636,31.244,31.244,58.6,73.94,68.5871,1012.661,13.3883,173.0458,165.9847,131.1985,20.476,0,0,0,0,5.776,4.613,0.379,0,,2.5513,0
2021-04-11,3008110,대청,71.11,872.636,31.329,31.329,58.6,73.96,68.5893,1013.841,0,159.6575,165.5659,128.6472,20.488,0,0,0,0,5.845,4.614,0.382,0,,2.1377,0
2021-04-10,3008110,대청,71.11,872.636,43.803,31.22,58.6,74,68.5871,1016.204,0,159.6575,165.5659,126.5095,20.519,0,0,0,0,5.671,4.65,0.38,0,,2.278,0
2021-04-09,3008110,대청,71.09,871.549,43.9,31.326,58.5,74.03,68.6059,1017.978,0,159.6575,165.5659,124.2315,20.501,0,0,0,0,5.81,4.637,0.378,0,,3.7221,0
2021-04-08,3008110,대청,71.07,870.462,43.889,31.325,58.4,74.06,68.6276,1019.754,0,159.6575,165.5659,120.5094,20.503,0,0,0,0,5.764,4.679,0.379,0,,0.5434,0
2021-04-07,3008110,대청,71.05,869.377,62.761,31.392,58.4,74.1,68.6385,1022.124,0,159.6575,165.5659,119.966,20.512,0,0,0,0,5.868,4.632,0.38,0,,1.4643,0
2021-04-06,3008110,대청,71,866.667,87.733,31.418,58.2,74.13,68.6385,1023.905,0,159.6575,165.5659,118.5017,20.494,0,0,0,0,5.926,4.622,0.376,0,,2.3841,0
2021-04-05,3008110,대청,70.91,861.801,117.873,30.656,57.8,74.15,68.629,1025.092,0.0505,159.6575,165.5659,116.1176,20.493,0,0,0,0,5.093,4.693,0.377,0,,2.198,0
2021-04-04,3008110,대청,70.77,854.266,62.327,31.291,57.3,74.19,68.6332,1027.471,15.2613,159.607,165.5659,113.9196,20.523,0,0,0,0,5.787,4.605,0.376,0,,1.384,0
2021-04-03,3008110,대청,70.72,851.584,43.436,31.038,57.2,74.22,68.6398,1029.256,19.6853,144.3457,165.5659,112.5356,20.495,0,0,0,0,5.59,4.573,0.38,0,,2.5316,0
2021-04-02,3008110,대청,70.7,850.513,31.175,31.175,57.1,74.25,68.6473,1031.044,0,124.6604,165.5659,110.004,20.515,0,0,0,0,5.648,4.634,0.378,0,,1.8057,0
2021-04-01,3008110,대청,70.7,850.513,25.036,31.234,57.1,74.27,68.6607,1032.237,0,124.6604,165.5659,108.1983,20.491,0,0,0,0,5.729,4.642,0.372,0,,2.1698,0
2021-03-31,3008110,대청,70.71,851.048,43.836,31.443,57.1,74.3,68.6678,1034.027,0,124.6604,165.5659,106.0285,20.498,0,0,0,0,5.88,4.693,0.372,0,,1.0457,0
2021-03-30,3008110,대청,70.69,849.978,19.043,31.436,57.1,74.4,68.6802,1040.009,0,124.6604,165.5659,104.9828,20.509,0,0,0,0,5.868,4.687,0.372,0,,1.37,0
2021-03-29,3008110,대청,70.71,851.048,31.474,31.474,57.1,74.5,68.6902,1046.012,0,124.6604,165.5659,103.6128,20.488,0,0,0,0,5.938,4.674,0.374,0,,0.98,0
2021-03-28,3008110,대청,70.71,851.048,31.157,31.157,57.1,74.59,68.692,1051.431,2.7366,124.6604,165.5659,102.6328,20.503,0,0,0,0,5.729,4.553,0.372,0,,0.9026,0
2021-03-27,3008110,대청,70.71,851.048,31.008,31.008,57.1,74.7,68.6834,1058.078,15.8493,121.9238,165.5659,101.7302,20.5,0,0,0,0,5.475,4.66,0.373,0,,1.5334,0
