瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
131,没林,2016-01-01,1.5,-4.2,6.2,,.8,68.1,5.4,7.49,5.6
131,没林,2016-01-02,6,1.4,11.5,,.9,65.5,5.6,5.57,6.1
131,没林,2016-01-03,6.5,2,11.3,,.7,77.8,4.3,6.1,5.5
131,没林,2016-01-04,4.4,.3,7,,1.7,51,7.5,7.85,4.9
131,没林,2016-01-05,-.6,-2.3,2.7,,1.5,32,5.3,7.38,4
131,没林,2016-01-06,-.1,-4.9,3.4,,1.2,49.3,3.6,6.26,6.8
131,没林,2016-01-07,-.6,-2.8,2.7,,1.6,46.8,7.9,8.97,3.3
131,没林,2016-01-08,-.9,-3.8,2.3,,1.4,44.9,8.8,9.72,3.5
131,没林,2016-01-09,.7,-1.9,4.9,,1.1,50.6,7.7,8.52,7
131,没林,2016-01-10,1.2,-1,4.6,,1.1,46.8,3.5,4.96,4.9
131,没林,2016-01-11,-1.6,-3.8,2.2,,1.4,38,8.6,9.76,1.1
131,没林,2016-01-12,-3.2,-7.3,1.6,,1.3,46.6,8.9,10.2,2.1
131,没林,2016-01-13,-2.3,-4.9,.9,.9,1.4,72,3.4,7.01,7.6
131,没林,2016-01-14,-1.8,-5.8,2.1,,1.2,44,8.6,10.21,2.9
131,没林,2016-01-15,.1,-3.5,4.9,,.9,58.9,6.8,8.2,4.3
131,没林,2016-01-16,.3,-4.1,5.8,,1.1,59.4,4.9,7,4.3
131,没林,2016-01-17,2,-1.2,6.2,1,1.3,69.8,0,4.03,9.5
131,没林,2016-01-18,-4.4,-9.8,1.6,2,2.4,76.4,3.6,4.71,8.8
131,没林,2016-01-19,-9.8,-12,-6.8,.8,2.5,65.6,5.3,8.53,6.5
131,没林,2016-01-20,-9.4,-13.1,-5.8,,1,55.1,6.8,8.27,4.6
131,没林,2016-01-21,-6.5,-10.1,-2.5,,1,56.9,5.3,8.2,4.8
131,没林,2016-01-22,-6,-10.5,-1.5,,1.1,45.8,7.2,10.86,4.8
131,没林,2016-01-23,-9.2,-13.5,-5.2,.7,2.8,49,8.1,10.75,6.4
131,没林,2016-01-24,-13.2,-16.3,-10.7,.1,1.5,56.4,8.2,10.25,5.6
131,没林,2016-01-25,-8.3,-13.4,-3.3,0,.5,60.3,9.2,12.67,2
131,没林,2016-01-26,-2.4,-7.3,2.7,.2,.5,67.9,5.1,7.75,6
131,没林,2016-01-27,-.6,-5.4,4.4,,.5,63.9,8.1,9.63,2.5
131,没林,2016-01-28,-.5,-5.2,2.5,0,1.2,59.3,.1,3.36,8.4
131,没林,2016-01-29,2.8,.4,5.3,0,2,62.4,0,2.39,9.8
131,没林,2016-01-30,2.1,-.8,7.7,,1.3,59.1,4.8,8.27,5.3
131,没林,2016-01-31,-2,-3.7,1.7,,1.8,47,8.7,10.5,3.4
131,没林,2016-02-01,-4.6,-7,-.7,,1.8,40.6,9.6,12.83,1.1
131,没林,2016-02-02,-4.2,-8.8,1,,1.3,42,9.6,12.93,0
131,没林,2016-02-03,-2,-9.1,4,,1,48.1,9.2,11.88,.4
131,没林,2016-02-04,-.1,-4.2,4.7,,1.5,46,7.7,10.33,3.5
131,没林,2016-02-05,-.8,-4.4,3.7,,1.5,36.5,9.8,11.74,1.1
131,没林,2016-02-06,-2.1,-4.3,1.7,,1.5,39.5,9.8,13.09,1
131,没林,2016-02-07,-2.6,-9.4,3.3,,.8,43.8,9.8,13.7,0
131,没林,2016-02-08,1.5,-6.1,6.9,,1.6,49.5,6.9,9.6,5.4
131,没林,2016-02-09,2.1,-1.1,6.3,,2.1,41,9.7,13.24,1.1
131,没林,2016-02-10,2.5,-4.6,10.9,,.7,44,9.9,13.91,0
131,没林,2016-02-11,7,-.5,13.9,0,1.1,32.8,3.9,8.31,6.6
131,没林,2016-02-12,9.6,6.7,11.2,12.8,1.3,86,0,1.74,10
131,没林,2016-02-13,12.6,9.6,18.8,11.8,1.4,89.8,1,5.19,9.8
131,没林,2016-02-14,-.8,-4.8,10.3,.3,3,73,2.6,4.75,8.8
131,没林,2016-02-15,-4.4,-7.7,-1.4,.1,2.4,53.4,9.4,14.6,3.8
131,没林,2016-02-16,-1.4,-4.2,2.9,1,1.9,73,4.2,7.81,6.3
131,没林,2016-02-17,1,-3.8,6.4,,1.5,47.1,10,14.1,1.4
131,没林,2016-02-18,3.7,-2.4,9.2,0,1.6,53.8,8.6,10.76,5.1
131,没林,2016-02-19,3,.7,5.5,,1.2,58.8,.3,4,7.3
131,没林,2016-02-20,2.3,-.5,7.5,,1.8,44.3,8.7,12.34,4.3
131,没林,2016-02-21,.6,-3.2,5.2,,1.8,30,9.7,15.57,3.3
131,没林,2016-02-22,2.5,-1.9,6.9,,1,32.1,2.8,9.2,9.1
131,没林,2016-02-23,2,-2.1,6.3,0,2.2,43.4,7.1,11.86,5.8
131,没林,2016-02-24,-2,-5.4,2.5,,1.9,40.1,10.2,15.26,.9
131,没林,2016-02-25,.3,-5,5.4,,1.7,44.4,9.4,12.61,3.5
131,没林,2016-02-26,2.3,-1.9,5.3,2.4,1.3,83.9,3,9.12,8.4
131,没林,2016-02-27,3.9,-.7,9,2.1,1.4,64.5,7.5,11.26,6.8
131,没林,2016-02-28,.4,-3.4,4.3,14.7,1,77,0,1.28,8.3
131,没林,2016-02-29,-2.8,-5.9,-.4,.3,1.5,58.4,6.9,12.51,5.1
131,没林,2016-03-01,-2.3,-7.3,2.8,,1.4,51.5,10.7,17.06,.3
131,没林,2016-03-02,3,-3.4,9.7,,1.4,54.6,10.6,16,.8
131,没林,2016-03-03,6.9,.1,13.9,,.8,58.1,6.4,12.97,3.9
131,没林,2016-03-04,9.7,5.1,13.7,2.8,.9,68.6,0,4.19,9.1
131,没林,2016-03-05,13.2,9.8,16.9,6.4,2.2,84.9,3.1,7.29,8.4
131,没林,2016-03-06,9.6,6.6,13.6,.2,1.5,58.9,7.9,14.66,4.3
131,没林,2016-03-07,9.2,3.9,15.5,,1.1,48.1,3.5,7.34,6.1
131,没林,2016-03-08,4.6,1.4,7.6,,1.8,37.6,.1,5.6,8.4
131,没林,2016-03-09,1.7,-1,7.1,,2.3,37.3,8.7,16.57,5.3
131,没林,2016-03-10,.1,-2.4,3.9,,2.2,34.8,10,18.56,2.3
131,没林,2016-03-11,.3,-3.2,4.9,0,1.6,36,11.1,18.92,.6
131,没林,2016-03-12,2.7,-3.4,8.9,,1.2,35.3,10.1,16.76,3
131,没林,2016-03-13,3.7,.6,7.5,,1,47.8,2,7.94,6.8
131,没林,2016-03-14,4.5,1,10.1,,1.4,56.9,6.8,12,4.6
131,没林,2016-03-15,6,-.9,13,,1.3,37.5,9.5,17.74,4
131,没林,2016-03-16,9,3.7,16.5,,1.2,33.3,9,16.78,3.3
131,没林,2016-03-17,10.1,1.1,17.7,,1,34.6,8.4,15.2,6.1
131,没林,2016-03-18,11.3,9,14.9,3.8,1,70.8,1.2,6.34,6.5
131,没林,2016-03-19,10.4,5.7,17.6,,1.1,61.5,7.9,15.23,1.6
131,没林,2016-03-20,10,3.8,16.8,,1,55.3,9.3,15.89,2.1
131,没林,2016-03-21,9.7,3.8,17.2,,1.2,49.6,10.7,18.7,0
131,没林,2016-03-22,9.3,3.4,17,,1.5,38,10.6,19.15,3.5
131,没林,2016-03-23,7.5,5,13.1,,1.8,44.6,9.5,16.37,6.5
131,没林,2016-03-24,6.8,2,12.8,,1.9,40.6,10.6,19,2.3
131,没林,2016-03-25,6.6,1.7,12.4,,1.3,37.9,7.5,15.49,4.1
131,没林,2016-03-26,6.2,1.1,12.6,,1.3,38.3,11.1,20.12,1.5
131,没林,2016-03-27,7.1,.9,14.3,,1.5,35.4,11.4,19.5,0
131,没林,2016-03-28,9.6,.2,17.6,,1.2,30.1,11.5,20.49,.6
131,没林,2016-03-29,12.6,6.5,18.6,,2.2,44.4,6.9,13.84,6.6
131,没林,2016-03-30,13.1,7.5,20.4,,1.6,43,10.1,19.73,1.9
131,没林,2016-03-31,13.3,5.1,20.6,,1,27.5,8,15.42,4.8
131,没林,2016-04-01,15.3,5.9,24.9,,1,25.8,11.1,20.57,1
131,没林,2016-04-02,15.9,7.5,24,,1.4,32,10.7,19.32,3.9
131,没林,2016-04-03,12.1,9.5,14.9,0,1.8,58.8,.1,5.02,8.4
131,没林,2016-04-04,13.1,9.4,18.1,,2.3,50.8,8,18.87,7.6
131,没林,2016-04-05,12.6,5.8,19.9,,1.7,31.1,11.8,22.5,1.8
131,没林,2016-04-06,13.8,6.3,22.9,4,1.7,38,5.4,13.47,7.9
131,没林,2016-04-07,12.7,7.8,18.8,19.3,1.9,71.5,5.1,11.29,6.8
131,没林,2016-04-08,13.8,8.4,22.2,,1.6,62.5,7.6,17.75,3.3
131,没林,2016-04-09,15.7,9.4,23,,1.7,61.4,6.8,16.37,4.8
131,没林,2016-04-10,16,11,24.2,,1.7,51.6,6.8,17.48,6
131,没林,2016-04-11,12.8,8.1,18.7,,2.5,46.9,11.1,22.27,3.1
131,没林,2016-04-12,14.3,8.1,21,,2,39.1,9.2,17.07,7.6
131,没林,2016-04-13,14,9.7,19.1,29.2,1.3,88.3,4,9.08,6.8
131,没林,2016-04-14,15,12,18.7,,1.5,69,6.5,14.93,4.4
131,没林,2016-04-15,15.8,6.9,23.9,,1.4,45.6,11.6,23.14,0
131,没林,2016-04-16,15.2,10,21.3,23.4,2,62.3,3.4,8.2,7.6
131,没林,2016-04-17,12.3,8.9,16.1,15.1,3.5,51.6,7.6,15.9,6.4
131,没林,2016-04-18,12.3,8,18.5,1.3,2.3,52.8,10.6,21.23,4.6
131,没林,2016-04-19,12.4,7.6,19,,1.5,52.3,10.1,22.16,3.8
131,没林,2016-04-20,13.1,8.4,18.3,1,1.2,59.9,1,8.52,8.4
131,没林,2016-04-21,13.3,9.3,17.1,29,1.5,89,.1,5.91,9.5
131,没林,2016-04-22,17.1,13.1,24.9,,2.3,70.5,8.3,20.32,5.3
131,没林,2016-04-23,14.7,10.8,20.7,,1.2,48.5,2.7,12.85,7.1
131,没林,2016-04-24,15.5,7.3,23,,1.3,33.8,10.3,22.85,2.6
131,没林,2016-04-25,17.7,9.8,25.6,,1.2,33.4,11.6,23.04,.8
131,没林,2016-04-26,20.6,10.7,29.1,,1.8,29.6,10.3,22.17,5.1
131,没林,2016-04-27,14.1,10.5,20.9,9.8,3,61.6,0,4.67,10
131,没林,2016-04-28,15.1,10.3,20.9,,1.6,52.4,6.4,17.06,6.8
131,没林,2016-04-29,16.1,10.1,22.7,,1.7,45.8,11,22.87,3.1
131,没林,2016-04-30,17.3,10.2,24.7,,2.2,42.1,11.3,21.36,2.3
131,没林,2016-05-01,19.9,12,27.3,,1.6,36.1,10.4,22.58,2.4
131,没林,2016-05-02,20.2,13.7,28.6,8.5,1.6,54.8,8.6,19.99,6.5
131,没林,2016-05-03,14.3,10.1,18.6,15.8,3.3,82.6,0,2.03,9.5
131,没林,2016-05-04,17.2,12.3,22.7,,3.7,29.3,12.6,26.56,.8
131,没林,2016-05-05,19.8,10.2,27.6,,1.7,38.4,10.8,23.97,4.8
131,没林,2016-05-06,19.7,14.5,24.4,,1.9,59.3,2.4,10.01,8
131,没林,2016-05-07,16.9,11.4,22.8,,1.7,45.9,10.6,23.49,3.3
131,没林,2016-05-08,19,10.2,27.4,,1.5,40,11.8,24.62,5.3
131,没林,2016-05-09,19.9,14.6,26.5,,1.7,37.5,7.1,20.65,7.6
131,没林,2016-05-10,14,12.2,18.3,18.5,2.3,84.6,0,3.14,10
131,没林,2016-05-11,17.1,12.2,23.1,2.9,1.5,61.9,12.4,25.33,2.9
131,没林,2016-05-12,18.9,12.2,25.8,,1.7,56.6,11.9,26.06,1.3
131,没林,2016-05-13,17.8,13.9,23.4,,2.1,55.8,7.9,18.65,4.9
131,没林,2016-05-14,19.9,14.1,25.6,,2.3,34.5,12.1,26.57,4.8
131,没林,2016-05-15,19.6,12.7,26.2,14.4,2.5,62.1,7.2,16.09,7.3
131,没林,2016-05-16,15.7,9.5,22.3,6.1,2.3,48,11.3,25.44,3.8
131,没林,2016-05-17,19.2,10.8,26.9,,1.2,43.6,13.1,26.59,0
131,没林,2016-05-18,21.8,12.8,29.3,,1.3,42.3,12.9,26.64,1.1
131,没林,2016-05-19,23.6,15.4,31.3,,1.2,38.8,13,25.97,1.3
131,没林,2016-05-20,23.3,15.8,30.3,,1.5,35.4,12.9,26.17,3
131,没林,2016-05-21,23.1,15.9,29.1,,1.8,27,13.2,25.87,5.8
131,没林,2016-05-22,23.3,14.9,30.1,,1.7,28.5,13.1,26.48,2.9
131,没林,2016-05-23,23,16.1,29.9,,1.2,35.5,10.3,22.93,6.4
131,没林,2016-05-24,18.4,15.7,22.2,18.2,1.7,78,2,6.62,8.4
131,没林,2016-05-25,19,12.8,25.6,,1.3,69.8,7.5,19.54,3.1
131,没林,2016-05-26,20.9,16.8,25.1,,1.5,64.5,6.3,17,6.1
131,没林,2016-05-27,22.4,17.4,28.6,,1.3,49.9,6.8,19.89,8.4
131,没林,2016-05-28,22,18.1,27.8,,1.4,45.1,10.1,24.03,3.8
131,没林,2016-05-29,21,17.4,26.7,,1.3,43.6,6.1,16.93,5
131,没林,2016-05-30,22.2,15.9,29,,1.4,48.6,12.6,26.06,.1
131,没林,2016-05-31,22.3,16.9,28.4,,1.7,57.3,11.5,23.13,2.6
131,没林,2016-06-01,23,17.7,28.1,,2.1,45,12.2,26.12,2.5
131,没林,2016-06-02,23,16.8,29.1,,1.6,35.5,11.7,26.48,2.1
131,没林,2016-06-03,22.6,17.4,28.7,,1.7,49.6,10.2,23.59,4.9
131,没林,2016-06-04,20.7,18.3,23.1,0,1.2,52.1,.1,7.38,8.8
131,没林,2016-06-05,23.3,15.7,30.2,,2.2,44.6,11.7,26.13,2.4
131,没林,2016-06-06,20.3,17.4,22.3,1.1,2.4,60.9,1.1,11.56,9.3
131,没林,2016-06-07,21.7,18,26.6,0,1.4,64,4.3,14.45,7.9
131,没林,2016-06-08,21.7,18.4,26.6,,1.5,61.5,8.5,19.04,7.6
131,没林,2016-06-09,23.3,17.3,29.8,,1.4,56.3,11.7,23.64,3.3
131,没林,2016-06-10,25.2,19.8,31.8,,1.4,58.4,10.7,23.93,3.5
131,没林,2016-06-11,25.1,21.3,30.2,.5,1.8,62.9,7.3,19.16,7.1
131,没林,2016-06-12,24.3,21.4,27.6,1.3,1.3,76.4,.7,10.08,9
131,没林,2016-06-13,23.5,19.9,28.6,,1.6,63.8,8.6,21.8,6
131,没林,2016-06-14,24.1,19.3,30,,1.7,63.8,8.4,21.62,6.3
131,没林,2016-06-15,22.4,20.5,26.7,3.6,2,73.1,1.9,9.1,9.1
131,没林,2016-06-16,21.6,18.8,25.3,.2,1.8,71.3,5.9,14.87,6.3
131,没林,2016-06-17,23.4,17.8,29.2,,1.6,56.1,12.4,24.08,.8
131,没林,2016-06-18,24.9,18.7,30.9,,1.5,54.3,12.7,24.89,4.3
131,没林,2016-06-19,25.2,21.3,30.4,,1.6,56.3,11.2,23.62,4.5
131,没林,2016-06-20,24.8,20,30.8,.9,1.4,60.8,7.9,21.04,6.3
131,没林,2016-06-21,26.2,20.8,32,,1.4,56.9,8.8,20.63,5.6
131,没林,2016-06-22,25.4,22.6,29.7,,2.2,64.8,4.2,16.11,7.5
131,没林,2016-06-23,25.9,21.3,31.8,0,1.7,63,10.3,22.13,6
131,没林,2016-06-24,21.6,19.7,25.3,32.1,2,84.4,.9,6.84,8.6
131,没林,2016-06-25,22.8,18.2,28.5,,2.4,56.9,13.3,26.38,4.3
131,没林,2016-06-26,24,18.3,30.3,,1.7,51.9,13.4,25.74,1.6
131,没林,2016-06-27,24.2,18.8,29.3,,1.2,55.3,7.3,17.6,5.9
131,没林,2016-06-28,24.2,19.1,30.1,,1.7,55.3,9.2,20.73,5.8
131,没林,2016-06-29,24.5,21.1,28,,1.9,59.6,6.9,15.98,7.8
131,没林,2016-06-30,25.1,22.7,28.9,.2,1.7,73.5,4.5,13.54,7.6
131,没林,2016-07-01,24.6,22.8,29.5,54.4,2.2,84,1.6,7.34,9.8
131,没林,2016-07-02,24.5,22,28.8,3.4,1.8,75.8,5.1,14.23,8.8
131,没林,2016-07-03,22.8,20.5,25.1,1.7,1.2,75.1,1.1,7.23,9.5
131,没林,2016-07-04,21.8,19.4,24.8,153.6,1.5,97.4,0,3.42,10
131,没林,2016-07-05,25.5,21.9,29.2,36,2,86.4,1.9,9.12,9.8
131,没林,2016-07-06,24.2,21.6,29.8,22.6,1.4,88.6,4.2,13.67,9.8
131,没林,2016-07-07,25.4,22.1,28.9,0,1.1,81.5,4.8,13.15,8.9
131,没林,2016-07-08,27,22.9,32.8,,1.4,66.6,10.3,20.61,4.8
131,没林,2016-07-09,27.2,22.7,32.8,,1.4,58.6,11.4,24.25,3.1
131,没林,2016-07-10,27,21.9,32.1,,1.2,60.9,8.8,20.68,7.5
131,没林,2016-07-11,27.4,23.2,33.2,,1.6,62.6,4.4,17.81,8.6
131,没林,2016-07-12,25.1,21.9,29.3,1,1.3,79.8,1.2,10,8.8
131,没林,2016-07-13,25.8,22.8,29.5,,1.5,65.5,7.9,17.49,4.3
131,没林,2016-07-14,25.6,22.2,30.5,.1,1.6,66.9,5.2,12.87,7.4
131,没林,2016-07-15,25.5,21.5,29.6,.3,2.3,56.3,4.8,15.74,8.6
131,没林,2016-07-16,21.8,20.1,23.6,26,2.1,87.9,0,2.87,9.5
131,没林,2016-07-17,22.7,20.8,25.2,0,1.8,79.3,.4,9.38,8.9
131,没林,2016-07-18,24,20.8,28.5,,1.3,69.3,5.1,14.38,6
131,没林,2016-07-19,27.1,20.2,32.6,,1.3,63,12.6,24.16,2.1
131,没林,2016-07-20,27.1,23.3,31.1,,2.6,62.9,10.5,23.62,6.4
131,没林,2016-07-21,26.9,22.7,31.7,,2.2,59.8,9.8,21.29,7.3
131,没林,2016-07-22,28.5,23.9,33,,2.3,56.4,12.7,25.29,4.6
131,没林,2016-07-23,29.4,25.1,33.8,,2,60.4,11.4,22.13,6.3
131,没林,2016-07-24,29.6,26.8,33.6,,1.6,69.5,7.1,17.95,6.9
131,没林,2016-07-25,29.3,26.6,33.3,,1.5,67.3,6.3,15.73,7.5
131,没林,2016-07-26,29,24.7,33.6,,1.6,60.8,10.3,21.02,6.5
131,没林,2016-07-27,28.3,25.7,32,0,1.8,69.6,5,12.78,8
131,没林,2016-07-28,29.2,26.4,33.3,0,2.3,60.3,11.5,22.15,4.1
131,没林,2016-07-29,26.3,24.5,29.6,6.2,1.2,79.5,2.1,7.6,8.5
131,没林,2016-07-30,27.2,24.8,32.4,14.7,1.1,83.4,5.9,14.05,7.4
131,没林,2016-07-31,28.8,25.1,33.8,,1.3,72.1,8.8,19.67,3.6
131,没林,2016-08-01,28.2,24.5,33,,1.4,69.4,7.1,17.31,6
131,没林,2016-08-02,27.2,22.8,30.1,4.9,1.4,72.9,1.2,9.66,9.5
131,没林,2016-08-03,27.1,23,32.1,.1,1.3,73.5,6.4,14.4,7.1
131,没林,2016-08-04,28.9,24.3,33.4,,1.3,64.8,6.7,16.23,3.5
131,没林,2016-08-05,29.9,24.9,34.8,,1.4,61.6,10.7,20.34,1.6
131,没林,2016-08-06,29.5,25.1,35.3,.2,1.4,65.3,11.6,21.49,2.9
131,没林,2016-08-07,29.3,25.3,35.1,,1.5,60.5,11.6,22.2,1.4
131,没林,2016-08-08,29.6,24.2,34.8,,1.5,59.8,12.2,21.96,2.5
131,没林,2016-08-09,28.9,25.3,34.5,22.4,1.5,69.5,8.1,18.01,4.3
131,没林,2016-08-10,29.8,26,34.4,,1.6,62.5,8.9,20.45,4.4
131,没林,2016-08-11,29.7,24.5,35,,1.5,60,12.6,22.35,.6
131,没林,2016-08-12,29.9,25.3,34.9,,1.5,59.3,12.2,23.95,.5
131,没林,2016-08-13,29.6,25.6,34.1,,1.6,65.3,9.6,21.08,3.8
131,没林,2016-08-14,29.5,26.4,34,,1.6,68.5,8.8,18.14,6.6
131,没林,2016-08-15,29.3,26.2,34.4,,1.4,61,7.7,17.85,6.8
131,没林,2016-08-16,29.4,26.1,34.3,0,1.4,52.5,9.4,18.83,6
131,没林,2016-08-17,29.7,25.8,34.4,,1.5,54.9,11.5,20.51,4.5
131,没林,2016-08-18,30.2,25.9,35.2,,1.5,57,8.7,17.93,6.8
131,没林,2016-08-19,30.3,26.6,34.7,,1.5,55.6,6.9,17.1,6.3
131,没林,2016-08-20,30.9,26.8,36.3,,1.8,44.3,11.7,22.14,4.3
131,没林,2016-08-21,29.5,25.3,34.2,,1.7,42.5,8.3,17.43,3.1
131,没林,2016-08-22,29.9,24.4,35.3,,1.5,50.5,11.9,22.46,2.4
131,没林,2016-08-23,28.5,25.2,33.8,.9,2,63.4,7.6,15.84,6.9
131,没林,2016-08-24,29.4,25.1,34,0,1.8,48,10.7,21.43,3.1
131,没林,2016-08-25,28.6,24.3,33.4,0,1.5,55.5,8.5,15.68,4.9
131,没林,2016-08-26,21.6,18.1,27.6,18.5,2.5,76.1,0,3.4,9.1
131,没林,2016-08-27,22.6,17.1,26.8,0,2.5,50.3,6.3,16.1,5.9
131,没林,2016-08-28,19.9,17.4,23.7,1.5,2.7,72.9,1.1,8.59,9
131,没林,2016-08-29,19.7,16.7,25.8,1.7,1.9,67.5,7.6,15.69,6.1
131,没林,2016-08-30,19.2,16.3,23.1,2,1.5,81,1.9,5.17,7.3
131,没林,2016-08-31,19.9,16.3,23.7,16.8,2.3,76.6,.3,4.96,9.5
131,没林,2016-09-01,25.6,18.4,31.4,10.5,1.9,61.5,10.9,16.75,4.5
131,没林,2016-09-02,23.3,21.4,26,0,2.7,68.6,4.6,11.89,8.3
131,没林,2016-09-03,25.2,20.6,30.8,0,1.5,66.3,8.8,17.81,6
131,没林,2016-09-04,25.5,21.9,30.1,3.4,1.7,75.9,3.4,13.16,8.8
131,没林,2016-09-05,26.4,23.3,31.4,1.1,1.1,74.4,5.9,12.9,6.3
131,没林,2016-09-06,24.3,20.4,28,,1,71.4,3.3,10.7,7.5
131,没林,2016-09-07,23.9,20.5,28.2,0,1.1,70.6,2.5,10.81,8.3
131,没林,2016-09-08,23.8,20.3,28.9,0,1.3,66.9,7.8,15.4,6
131,没林,2016-09-09,23.8,20.1,29.1,,1.4,71.8,6.9,14.54,5.5
131,没林,2016-09-10,24.3,19.6,29.1,0,1.3,66.4,7,14.78,7.1
131,没林,2016-09-11,24.9,20.9,29.4,,1.3,60,7.8,15.69,7
131,没林,2016-09-12,24.5,22.1,28.6,0,1.5,61.4,5.1,11.34,7.8
131,没林,2016-09-13,24.5,19.5,29.1,,1.3,61.4,11,17.37,3.4
131,没林,2016-09-14,24.7,21,29.7,,1.2,63.6,6.4,14.29,6
131,没林,2016-09-15,23.7,18.3,29.3,,1,62.4,7,15.96,6.6
131,没林,2016-09-16,22.8,20.1,26.6,1.8,1,74.5,.6,7.85,9.5
131,没林,2016-09-17,20.2,19.6,21.1,49,1.9,96.9,0,3.03,9.4
131,没林,2016-09-18,19.5,17.9,21.7,6.1,1.7,86.9,0,5.78,9.8
131,没林,2016-09-19,20.2,16.5,24.3,,2.5,64.4,4.2,11.64,5.5
131,没林,2016-09-20,19.4,14.2,24.9,,2.5,46.1,11.3,19.91,1.5
131,没林,2016-09-21,19.3,13.4,23.9,,1.6,52.1,8.2,14.14,6.6
131,没林,2016-09-22,21,16.7,26.2,,1.4,57.1,8.7,16.54,4.6
131,没林,2016-09-23,21.4,16,27.1,,1.1,61,10.3,16.62,3.1
131,没林,2016-09-24,22.1,16.5,28.1,,1.1,61.6,10.2,16.4,3.4
131,没林,2016-09-25,21.3,17.6,26.4,,.9,72.6,2.3,8.57,7.5
131,没林,2016-09-26,22.6,17.7,26.9,,1.1,69.5,1.7,8.62,7.6
131,没林,2016-09-27,22.2,20.4,25,6.2,1.4,87,.4,5.38,9.6
131,没林,2016-09-28,22.2,19.1,26.8,,1.7,76.3,7.6,12.91,8.4
131,没林,2016-09-29,20.5,18.6,22,,2.2,67.5,0,5.59,9.9
131,没林,2016-09-30,18.3,16.9,19.8,0,1.1,78.6,0,4.09,8.6
131,没林,2016-10-01,19.4,16.1,22.9,0,1,79.9,.4,7.17,8.9
131,没林,2016-10-02,21,17.7,23.8,0,1.5,77.1,.1,5.26,9.3
131,没林,2016-10-03,23.6,20,29,9.6,1.4,85,4.4,9.08,5.1
131,没林,2016-10-04,21.9,16.7,28.6,,2.4,68.1,8.1,15.68,5.4
131,没林,2016-10-05,19.8,16.9,24.6,13.1,2,79.9,3.3,6.56,6.3
131,没林,2016-10-06,18.7,15.7,23.6,,1.5,62,10.4,16.81,1.3
131,没林,2016-10-07,18.7,14.9,24,18.7,2.1,72.9,7,12,7.4
131,没林,2016-10-08,17.4,14.4,22,15.8,1.7,69.6,5.9,10.44,6.3
131,没林,2016-10-09,11.7,8.4,16.9,,2.1,44.4,10.6,17.41,2.9
131,没林,2016-10-10,12.5,8.1,16.7,,1.2,61.8,6.2,10.29,7.4
131,没林,2016-10-11,14.6,10.3,20.4,,.9,67.6,6.3,11.01,7.1
131,没林,2016-10-12,15.1,11.4,20.2,,1.1,54.6,8.2,13.61,6.6
131,没林,2016-10-13,14.4,9.7,19.7,,.8,55.4,5.8,11.01,6.1
131,没林,2016-10-14,15.4,9.1,22.7,,1.1,62,9.5,13.36,0
131,没林,2016-10-15,17.9,11.1,25.4,,.9,62.1,8.7,13.37,4
131,没林,2016-10-16,17.3,14.9,20.4,3.7,.9,77.9,.5,5.05,9.8
131,没林,2016-10-17,17.9,15.2,22.5,.8,1.4,78,8.2,12.81,5.6
131,没林,2016-10-18,16.4,13.7,20.9,,1,85,4.5,7.44,5
131,没林,2016-10-19,16.9,12.4,23,,.8,78,7.2,11.98,3.5
131,没林,2016-10-20,16.7,11.5,21.4,,1.5,75.1,3.9,7.94,6.1
131,没林,2016-10-21,17.4,16.2,19,0,2.8,58,.1,5.32,9.9
131,没林,2016-10-22,17.9,14.7,21.7,,1.4,58.3,6.6,11.38,8.5
131,没林,2016-10-23,14.7,11.2,18.1,1.4,2.4,69.4,.4,4.27,9.4
131,没林,2016-10-24,14.8,8.5,19.7,0,2.1,60,9.3,13.93,5.9
131,没林,2016-10-25,14.3,11.4,19.6,16.2,1.8,87.3,2.9,4.83,7.6
131,没林,2016-10-26,12.8,10.3,16.2,,1,84,.5,4.66,7.8
131,没林,2016-10-27,14.5,9.4,19.5,,1.9,69.3,1.2,6.87,9.1
131,没林,2016-10-28,14,12.5,16.3,4.3,1.7,71.1,0,2.63,9.3
131,没林,2016-10-29,9.3,6.1,12.9,,1.5,46.6,.6,5.88,7.6
131,没林,2016-10-30,7.1,1.8,13.6,,1,40.5,9.8,14.55,1.3
131,没林,2016-10-31,7.4,4.9,9.9,0,1.3,58.3,.1,1.95,9
131,没林,2016-11-01,2.9,-.1,7.3,,1.8,44,9.8,14.12,0
131,没林,2016-11-02,4.7,-2.6,10.8,0,1,51.1,9.8,13.23,1.5
131,没林,2016-11-03,8.2,3.9,14.2,0,1.1,56.8,6.3,8.38,3.6
131,没林,2016-11-04,10,2.1,17.1,,1.2,64,8,10.93,4.3
131,没林,2016-11-05,13.6,8.8,19.4,,1.1,70,3.9,6.51,6.9
131,没林,2016-11-06,13.3,10.1,17,,2.4,63,8.8,11.51,5.3
131,没林,2016-11-07,14.2,10.5,18.8,6,1.5,59,4.4,8.28,8.4
131,没林,2016-11-08,6.2,1.5,10.5,1.8,2.3,56.3,7.6,11.19,4.1
