瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),钦拌 老炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
226,焊篮,2021-03-07,4.5,.6,9.2,,1.3,75.8,.9,,7.1
226,焊篮,2021-03-08,5.5,-1.6,13.8,,.7,70.8,9.7,,2.8
226,焊篮,2021-03-09,5.4,-.6,12.8,,.9,64.6,6,,6.8
226,焊篮,2021-03-10,6.1,-2.5,16.1,,1.2,63.5,10.2,,0
226,焊篮,2021-03-11,8.7,-1.4,18.3,,.6,59.1,8.1,,5.8
226,焊篮,2021-03-12,7.2,5.1,9.4,11.4,.8,90.4,0,,6.3
226,焊篮,2021-03-13,6.9,2.3,14.5,,.9,79.5,4.6,,4.8
226,焊篮,2021-03-14,7.3,1,13.7,,.7,77.9,5,,6.5
226,焊篮,2021-03-15,9.5,.3,17.1,.1,.9,69.1,7.5,,7
226,焊篮,2021-03-16,9.6,1.2,15.4,.2,1.9,57,10,,2.8
226,焊篮,2021-03-17,7.5,-2.3,17.9,,.8,59.8,10.3,,.1
226,焊篮,2021-03-18,10.1,1,17.5,,1.5,66.9,9.8,,3.5
226,焊篮,2021-03-19,11.6,8.2,16.4,,2.5,59.3,7.6,,6.8
226,焊篮,2021-03-20,8.1,6.8,9.5,6.2,1.2,88.6,0,,7.9
226,焊篮,2021-03-21,5.5,3.5,9.4,0,2.9,69.5,4.5,,7.6
226,焊篮,2021-03-22,5.5,-1.5,11.4,,2.3,52.6,8.5,,2.1
226,焊篮,2021-03-23,6.8,-2.5,16.6,,1.2,63.6,10.4,,0
226,焊篮,2021-03-24,8.1,-.8,17.4,,.9,56.6,8,,4.9
226,焊篮,2021-03-25,10.9,1.1,19.9,,1,60.6,10.8,,1.1
226,焊篮,2021-03-26,11.6,.9,22.2,,.7,51.4,8.5,,3.3
226,焊篮,2021-03-27,11.2,3.9,14.9,14.7,2.3,77.8,.1,,9.9
226,焊篮,2021-03-28,9.7,6.8,14.1,2.6,1.4,92.9,0,,9.4
226,焊篮,2021-03-29,11.1,5.4,16.6,,2.1,58.1,7.2,,4
226,焊篮,2021-03-30,10.2,2.1,18.8,,1.2,51.4,11.2,,.9
226,焊篮,2021-03-31,12.2,-.1,23.2,,.8,51.4,11,,3.6
226,焊篮,2021-04-01,13.5,6.5,20.3,,2.4,46.5,8.3,,6.1
226,焊篮,2021-04-02,15.9,11.2,20.5,,2.5,53.3,5.1,,7.1
226,焊篮,2021-04-03,15.3,14.3,17.7,18.4,2,81.4,0,,8.1
226,焊篮,2021-04-04,10,5.8,14.3,19.2,1.2,92.9,.2,,8.7
226,焊篮,2021-04-05,8.8,1.4,16.6,,1,68.5,11.1,,.7
226,焊篮,2021-04-06,10.6,1.9,19.5,,1.3,57.9,8.7,,
226,焊篮,2021-04-07,11.6,2.5,21.1,,1.2,52.9,11.5,,1.3
226,焊篮,2021-04-08,10.6,2.5,18.5,,1.3,50.5,11.3,,.4
226,焊篮,2021-04-09,8.9,.5,16.3,,2,61.6,11.5,,2.1
226,焊篮,2021-04-10,10.5,2.3,18.3,,1.1,59.4,10.6,,1.5
226,焊篮,2021-04-11,12.6,2.5,21.5,,1.1,58.3,11.4,,2.3
226,焊篮,2021-04-12,11.8,9.2,14.8,12.3,2.6,75.5,0,,9.9
226,焊篮,2021-04-13,10.7,5,16.5,2.2,2.1,75.6,4.9,,4.9
226,焊篮,2021-04-14,7.8,1.4,15.2,,1.8,57.8,11.7,,2
226,焊篮,2021-04-15,8.8,-.5,18,,.9,57.4,11.2,,5.1
226,焊篮,2021-04-16,9.7,4.5,15.1,0,1,78.1,.3,,8.1
226,焊篮,2021-04-17,9.2,5.7,15.2,0,1.9,60.3,6.1,,4.3
226,焊篮,2021-04-18,9.6,5.3,16.3,,2.3,58.4,7.9,,3.6
226,焊篮,2021-04-19,11.5,.3,21,,1.3,59.4,11.6,,.1
226,焊篮,2021-04-20,14.2,2.7,24.8,,.8,57.5,10.2,,3.1
226,焊篮,2021-04-21,18.2,7.1,28.8,,1,52.1,10.5,,5.4
226,焊篮,2021-04-22,21,13.5,28.3,,2.1,38.6,5.4,,8.5
226,焊篮,2021-04-23,17.2,14.8,20.5,,2.3,32,.1,,10
226,焊篮,2021-04-24,16,10.4,23.1,,1.4,43.6,3.9,,7.5
226,焊篮,2021-04-25,14.6,6.1,22.6,,1.9,55.1,10.7,,1.5
226,焊篮,2021-04-26,14.1,6.2,21.4,,1.9,46.8,11.6,,3.9
226,焊篮,2021-04-27,14,7.9,20.1,,.6,62,.1,,9.6
226,焊篮,2021-04-28,15.2,10.9,19.7,.3,1.1,62.6,3,,7.9
226,焊篮,2021-04-29,15,9.7,20.1,.1,1.6,54.3,6.5,,8.1
226,焊篮,2021-04-30,12.6,9.7,17.1,0,2.5,67.3,2.6,,8.4
226,焊篮,2021-05-01,9.5,8,12.9,2,1.5,83.3,.8,,7.4
226,焊篮,2021-05-02,11,6.3,18.2,2.8,1.5,73.4,6.7,,3.8
226,焊篮,2021-05-03,12.8,3.2,22.4,,.9,63.6,11,,4.4
226,焊篮,2021-05-04,15.2,9.8,20.4,4.8,2,78.9,0,,10
226,焊篮,2021-05-05,13.7,5.4,20.2,1.9,2.2,59,12.1,,1.6
226,焊篮,2021-05-06,12.8,2.3,22.3,,.7,61.5,7.6,,5.8
226,焊篮,2021-05-07,13.2,6.5,20.2,3.4,1.5,66.5,7.3,,3.1
226,焊篮,2021-05-08,14.2,4.2,23,,1.7,66.6,9.9,,.9
226,焊篮,2021-05-09,14.2,6,22.4,,1.9,58.3,12.6,,.3
226,焊篮,2021-05-10,10.2,7,12.4,15.8,.8,91.3,.1,,8
226,焊篮,2021-05-11,14.3,10.7,18.7,2.1,2.2,69.4,1.9,,8.4
226,焊篮,2021-05-12,16.9,8.4,24.6,,1.7,57.4,11.9,,1.8
226,焊篮,2021-05-13,19.7,9.7,28.8,,.6,68.4,12.4,,3
226,焊篮,2021-05-14,22.1,13.4,29.8,,1.4,67,10.4,,6.9
226,焊篮,2021-05-15,20.7,17.5,24.7,2,1.6,83.5,2.5,,8.8
226,焊篮,2021-05-16,20.5,19,21.9,50.7,.9,97.8,0,,9.3
226,焊篮,2021-05-17,16.3,14.6,19,4.1,.9,94.3,.2,,8.9
226,焊篮,2021-05-18,17.3,13.9,23.5,,.7,82.1,6.9,,6.4
226,焊篮,2021-05-19,18.9,11,26.9,,.9,70,10.2,,5.4
226,焊篮,2021-05-20,15.7,14.6,18.4,11.6,1.3,89.6,0,,9.5
226,焊篮,2021-05-21,14.2,12.7,15.3,7.7,1.1,95,0,,7.1
226,焊篮,2021-05-22,17.1,11.4,24.3,,1.2,78.8,10.4,,1.9
226,焊篮,2021-05-23,18.3,9.9,26.1,,.6,75.4,6.8,,7.4
226,焊篮,2021-05-24,17.8,11.4,24.2,,1.2,68,6.5,,5.9
226,焊篮,2021-05-25,14.1,8.8,21,1.6,1.7,67,7.3,,4.4
226,焊篮,2021-05-26,14.7,8.3,22.6,,.7,75.5,2.3,,9.4
226,焊篮,2021-05-27,15.1,10.6,20.8,2.7,.9,86,3.7,,5.9
226,焊篮,2021-05-28,13.6,9.8,19.9,23.3,1.3,88,2.1,,7.3
226,焊篮,2021-05-29,16.4,10.5,23.4,0,1.6,73,7.1,,4.6
226,焊篮,2021-05-30,18.5,8.6,26.8,6.1,.9,72.1,11.5,,3.6
226,焊篮,2021-05-31,19.2,15.9,25.3,11.9,1.1,81.9,4.7,,7.3
226,焊篮,2021-06-01,20.2,14.4,26.4,,1,75.5,8.5,,6.3
226,焊篮,2021-06-02,21.7,15.8,28.8,,.9,69.4,10.8,,5
226,焊篮,2021-06-03,17.3,14.5,18.8,26.5,.6,95.9,0,,9.3
226,焊篮,2021-06-04,17,11.4,24,1.5,1.3,76,9.6,,3
226,焊篮,2021-06-05,19.2,10,26.5,,1.2,76.8,9.8,,2.6
226,焊篮,2021-06-06,20.8,15.6,27.3,0,.8,77.3,7.8,,3.5
226,焊篮,2021-06-07,20.6,13.6,27.4,,.6,70.8,8,,5.6
226,焊篮,2021-06-08,22.3,15.4,30.1,,.6,72.1,11,,4.6
226,焊篮,2021-06-09,23.5,17.2,31.3,,1.3,69.8,12,,4.6
226,焊篮,2021-06-10,22.7,16.9,28.3,1.2,2.1,72.1,5.4,,8.5
226,焊篮,2021-06-11,21.4,18.6,26.5,19.6,1.3,85.9,3.3,,6.5
226,焊篮,2021-06-12,22.9,17.4,29.5,,1,81.4,8.2,,6.3
226,焊篮,2021-06-13,23.8,19,29.8,,.7,80.3,6.4,,4.8
226,焊篮,2021-06-14,22.9,18.2,28,,1.3,82.5,6,,7
226,焊篮,2021-06-15,20.8,18.5,23.7,1.9,1.3,82.6,.1,,7.8
226,焊篮,2021-06-16,21.7,19.1,26,0,1.9,71.9,3.7,,6.4
226,焊篮,2021-06-17,20,16.5,23.8,0,1.6,80.3,1.5,,9.6
226,焊篮,2021-06-18,19.9,17.8,23,2,.6,91.8,.2,,8.8
226,焊篮,2021-06-19,21.3,16,28,,.7,74.9,10.7,,2.5
226,焊篮,2021-06-20,22.6,14.8,29.7,,1.2,63.5,10.3,,4.9
226,焊篮,2021-06-21,21.9,16.6,28.9,,1,71.6,10.2,,3.6
226,焊篮,2021-06-22,20.3,14.5,26.7,0,1.4,80.3,6.2,,7.3
226,焊篮,2021-06-23,18.9,16.4,21.8,.8,1.2,88.1,.2,,7.4
226,焊篮,2021-06-24,21.2,15.6,27.4,0,.7,79.1,7.5,,6.9
226,焊篮,2021-06-25,22.5,16.7,29.8,18.3,.9,77.4,8.8,,5.5
226,焊篮,2021-06-26,21,18.6,25.7,3.8,.6,87.5,1.3,,8.3
226,焊篮,2021-06-27,23,17.3,28.2,,1.4,75.1,9.5,,4.8
226,焊篮,2021-06-28,23,18.7,28.3,,1.1,75,5.4,,6.5
226,焊篮,2021-06-29,22.5,16.9,29.3,1.2,.9,81,7.3,,5
226,焊篮,2021-06-30,23.3,19.9,29,,1.1,81.5,5.1,,6.6
226,焊篮,2021-07-01,24.4,18.2,30.9,,.8,74,10.2,,3.6
226,焊篮,2021-07-02,24,17.9,30.1,,1.4,68.9,7.3,,5
226,焊篮,2021-07-03,21.5,19.5,24.4,36.4,2.3,86.9,.1,,8.8
226,焊篮,2021-07-04,22.7,20.6,25,9.1,1.7,86.1,0,,7.9
226,焊篮,2021-07-05,21.9,19.8,25,4.5,.8,86.9,.1,,9.1
226,焊篮,2021-07-06,22.5,20,25.7,12.2,.7,93.4,1.2,,8.9
226,焊篮,2021-07-07,24.7,21.6,27.5,6.6,1,91.5,0,,9.9
226,焊篮,2021-07-08,24.8,21.7,29.7,48.6,1.1,88,3.9,,8.3
226,焊篮,2021-07-09,24.9,21.1,29.5,2.2,.9,82,6.7,,5.8
226,焊篮,2021-07-10,24.5,21.1,30.3,15.5,1.3,84.6,5.4,,6.8
226,焊篮,2021-07-11,24,20.7,29.8,.4,.9,88.9,2.7,,7
226,焊篮,2021-07-12,26.3,21,32.7,,.6,83.4,6.8,,4.6
226,焊篮,2021-07-13,27.1,22.7,32.7,,1.1,83.5,8.7,,5.1
226,焊篮,2021-07-14,27.2,22.6,33,,.8,80.9,9,,5.1
226,焊篮,2021-07-15,25.7,22.1,32.9,24.3,.7,88.6,5.4,,5.4
226,焊篮,2021-07-16,25.4,21,31.7,0,1,84.1,8.4,,4.5
226,焊篮,2021-07-17,25.1,20.4,29.8,,1.3,80.1,7.3,,6.9
226,焊篮,2021-07-18,25.7,20.5,31.4,,1.5,77.6,10.2,,6.9
226,焊篮,2021-07-19,25,22.2,30.3,1,.9,85.6,3.5,,8.9
226,焊篮,2021-07-20,25.6,21.9,30.1,,.8,85.4,4.8,,8.9
226,焊篮,2021-07-21,26.6,20.1,33,,1.1,73.6,11.7,,5.9
226,焊篮,2021-07-22,26.2,20.1,32.4,,1.5,77.3,11.5,,3.7
226,焊篮,2021-07-23,26.5,20.7,32.8,,1.2,78,11.7,,6
226,焊篮,2021-07-24,26.6,21.8,33.2,,.9,78.9,9.9,,6.8
226,焊篮,2021-07-25,26.1,21.4,31.1,,1.4,79.5,8,,6.8
226,焊篮,2021-07-26,26.5,21.1,32.9,,1.5,76.8,12.5,,2.1
226,焊篮,2021-07-27,26.8,20.3,32.9,,1.5,74.4,12.6,,1.6
226,焊篮,2021-07-28,27,21.7,33.4,,1.1,73.3,11.4,,3.6
226,焊篮,2021-07-29,27.1,22.1,33.5,,.7,78.5,8.5,,5.9
226,焊篮,2021-07-30,28,23.3,34.1,,.8,75,11.6,,6.5
226,焊篮,2021-07-31,28.3,24.4,34.2,3.1,.8,76.5,9.7,,5.5
226,焊篮,2021-08-01,25.7,21.9,33.3,44.4,.8,85,4.1,,7.5
226,焊篮,2021-08-02,24.7,22.6,28.9,7.2,.6,92.6,1,,9.1
226,焊篮,2021-08-03,26.1,23,30.5,7.2,1,86.9,3.9,,7.3
226,焊篮,2021-08-04,26.9,23.4,32.7,.2,.8,83.9,7.9,,4.3
226,焊篮,2021-08-05,27.7,22.8,33.6,,.8,79.4,10.6,,4.4
226,焊篮,2021-08-06,26.5,22.3,33.9,0,1.2,81.8,7.9,,5.9
226,焊篮,2021-08-07,26.4,21.7,32.7,,.9,80.6,6.9,,6.1
226,焊篮,2021-08-08,24.5,22.2,28.4,0,.6,86.3,0,,9.5
226,焊篮,2021-08-09,25.8,21.5,31.3,,1.2,75.1,11.1,,5.4
226,焊篮,2021-08-10,23.8,20.7,28.7,24.2,1.6,85.3,5,,5.6
226,焊篮,2021-08-11,24.6,20.6,31.4,,.9,80.8,10.2,,3
226,焊篮,2021-08-12,24.9,19.9,30.6,,1,81.8,5.9,,7.8
226,焊篮,2021-08-13,24,20.6,28.4,,.7,83.1,2,,9.3
226,焊篮,2021-08-14,23.3,20.8,28.5,.2,.9,84.1,3.2,,8.3
226,焊篮,2021-08-15,24.3,20.6,29.6,,1.7,77.6,10.9,,5.1
226,焊篮,2021-08-16,23.2,18.6,28.5,,1.3,75.9,7.7,,5
226,焊篮,2021-08-17,23.1,18.9,28.2,,1,77.5,4,,8
226,焊篮,2021-08-18,22.9,18.6,28.8,,1.1,79.8,2.5,,7.8
226,焊篮,2021-08-19,22,19.4,27.6,2.8,.8,87.4,2.5,,7.6
226,焊篮,2021-08-20,23.9,18.9,29.7,,1.5,80.9,6.8,,5
226,焊篮,2021-08-21,23.1,21.6,25.6,52.4,2.6,90.1,.1,,8
226,焊篮,2021-08-22,23.6,21,27.6,.2,.8,85,1.7,,8.4
226,焊篮,2021-08-23,21,20.3,22.7,48,.5,98,0,,10
226,焊篮,2021-08-24,23,20.3,26.8,22.2,1.3,93.5,.2,,9.3
226,焊篮,2021-08-25,22.6,21.3,25.2,26.4,.5,97.8,0,,8.6
226,焊篮,2021-08-26,24.2,21,28.6,0,.6,87.1,1.9,,8.5
226,焊篮,2021-08-27,20.5,19.4,22,19.9,.8,98.9,0,,9.4
226,焊篮,2021-08-28,21.5,17.2,26.4,0,.8,86.8,2.1,,8.8
226,焊篮,2021-08-29,21.1,18.7,25.8,17.1,.6,91.3,1.9,,8.9
226,焊篮,2021-08-30,20.5,17.4,24.2,.4,.4,93.5,.2,,7
226,焊篮,2021-08-31,21.1,18.5,26.4,3,.7,89.9,.1,,8.5
226,焊篮,2021-09-01,21.2,19.9,23.2,52.8,1.1,97,0,,8.9
226,焊篮,2021-09-02,21.2,18.9,24,0,1.4,82.6,3.3,,7.6
226,焊篮,2021-09-03,21.2,17.1,26.8,,1.3,80.3,5.2,,4.6
226,焊篮,2021-09-04,20.1,14.3,27.1,,.9,81,9,,6.3
226,焊篮,2021-09-05,19.6,14.4,24.6,.9,.8,86.9,1.4,,8.4
226,焊篮,2021-09-06,19.8,16.8,23.9,19,1.4,87.3,0,,9.8
226,焊篮,2021-09-07,20.2,18.1,22.3,12.7,1.6,93.5,0,,9.5
226,焊篮,2021-09-08,20.3,16.5,25.5,.8,.7,90,3.2,,5.6
226,焊篮,2021-09-09,20.1,15.9,27.6,,.5,87.4,4.7,,7.3
226,焊篮,2021-09-10,21.1,17,27,,.5,87.9,2.5,,7.3
226,焊篮,2021-09-11,21.7,17.7,29,,.6,84,9,,1.9
226,焊篮,2021-09-12,21.8,16.6,27.9,,.6,85.9,6.8,,5.9
226,焊篮,2021-09-13,21.4,18,26.2,,1.5,78.3,5.9,,8.3
226,焊篮,2021-09-14,20.7,17,24.6,,1.5,73,2.5,,6.8
226,焊篮,2021-09-15,21.4,16.4,27.2,,2,67,7.9,,2.5
226,焊篮,2021-09-16,20.5,14,26.1,0,1.5,76,6.6,,7.1
226,焊篮,2021-09-17,19.2,17.5,21.9,8.6,1.3,89.3,.3,,9.1
226,焊篮,2021-09-18,19.8,15.7,27.3,,1,85.3,7.7,,4
226,焊篮,2021-09-19,19.7,14.4,26.2,,1.2,80.6,10.8,,3.3
226,焊篮,2021-09-20,20.7,14.4,25.5,,2.3,79,9.8,,5.5
226,焊篮,2021-09-21,21.3,18.1,25.4,35.9,1.9,86.6,1.9,,7.4
226,焊篮,2021-09-22,20,15.5,26.3,8.2,1.2,82.8,6.5,,5.5
226,焊篮,2021-09-23,18.1,13.2,24.7,,1,81.9,6,,4.6
226,焊篮,2021-09-24,18.3,12.6,25.7,,.8,81.8,8.6,,2.9
226,焊篮,2021-09-25,18.6,13.6,22.8,,1.1,82.8,.2,,8.4
226,焊篮,2021-09-26,18.9,13.9,24,,1.1,80.3,.7,,9.4
226,焊篮,2021-09-27,19.5,14.7,25,.1,1.2,80.3,5.3,,6.9
226,焊篮,2021-09-28,19.9,17.4,24.1,1.2,1.1,85,.4,,7.4
226,焊篮,2021-09-29,20,18.6,22.4,22,.6,98.3,0,,9.9
226,焊篮,2021-09-30,20,15.7,27.2,,.7,85.6,9.4,,2.1
226,焊篮,2021-10-01,19.5,14.3,26.9,.1,.8,85.5,7.7,,4.3
226,焊篮,2021-10-02,18.7,13.2,26.4,.5,.7,83.6,9.6,,1.4
226,焊篮,2021-10-03,19.7,13.9,29.5,,.6,83.5,7.4,,5.9
226,焊篮,2021-10-04,19.8,13.6,27.7,,.6,87.9,4.4,,6.1
226,焊篮,2021-10-05,20.4,16.1,28.1,,.7,84.3,7,,3.8
226,焊篮,2021-10-06,19.6,14.7,26.5,,.9,85.9,5,,7.3
226,焊篮,2021-10-07,18,15.2,23.6,2.1,.5,94.8,.6,,7.9
226,焊篮,2021-10-08,18.8,16.9,21,.3,.4,95.5,0,,8
226,焊篮,2021-10-09,20.9,17.7,26.8,0,.9,88.8,4.4,,7.8
226,焊篮,2021-10-10,21,16.4,28.1,1.3,1,85.6,4.2,,6.9
226,焊篮,2021-10-11,14.5,12.1,16.5,12.8,1.1,92.8,0,,9.8
226,焊篮,2021-10-12,15.2,14.4,16.5,.1,1.8,83.6,0,,7.3
226,焊篮,2021-10-13,17.5,14.2,21.8,,1.5,79.9,2.5,,6.1
226,焊篮,2021-10-14,17.2,12,24.8,,.6,84.4,7.9,,3.6
226,焊篮,2021-10-15,17,14.2,20.9,10.2,.4,93,.3,,9.8
226,焊篮,2021-10-16,11.4,4.5,16.5,5.4,1.7,67,0,,9.8
226,焊篮,2021-10-17,4.2,-1.2,11.7,,1.1,64.4,9.8,,0
226,焊篮,2021-10-18,6.8,-1.7,16.6,,.6,76.8,9.7,,2.5
226,焊篮,2021-10-19,8.8,3.5,14.6,1,.9,84.6,4.1,,5.1
226,焊篮,2021-10-20,6.2,.8,15.1,,.5,83.8,6.5,,2.8
226,焊篮,2021-10-21,6.6,.1,15.8,,.5,84.3,7.1,,4.5
226,焊篮,2021-10-22,6.9,1.2,16,,1,80.6,6.8,,2.6
226,焊篮,2021-10-23,7.1,.4,17.9,,.5,78.5,8.1,,1.4
226,焊篮,2021-10-24,7.7,.8,17.7,,.5,79.6,9.5,,3.5
226,焊篮,2021-10-25,7.6,1.2,17.7,,.5,79.4,8.6,,1.9
226,焊篮,2021-10-26,8.4,1.1,18.3,,.5,84.1,9,,6
226,焊篮,2021-10-27,10,3.7,18.7,,.8,77.1,7.3,,3.1
226,焊篮,2021-10-28,8.6,.3,19.4,,.5,75,9.4,,0
226,焊篮,2021-10-29,9.9,3.4,19,,1,77.9,9.2,,3.4
226,焊篮,2021-10-30,9.5,4.6,17.2,,.3,83.6,1.4,,5.8
226,焊篮,2021-10-31,10,2.9,19.8,,.4,83.6,7,,5.3
226,焊篮,2021-11-01,10.9,6.4,18.3,,.8,83.8,4.2,,6.6
226,焊篮,2021-11-02,9.5,4.6,17.9,,.8,80.3,6.4,,4.9
226,焊篮,2021-11-03,7.9,2.1,16.9,,.5,81,8.5,,2.3
226,焊篮,2021-11-04,10.2,3.5,19.1,,.5,80,8.1,,1.4
226,焊篮,2021-11-05,9.5,4,19.6,,.7,83,5.3,,4.8
226,焊篮,2021-11-06,10.1,3.2,19.6,,.7,78,6.9,,1.6
226,焊篮,2021-11-07,12.8,3.9,19.9,,1.6,71.8,7.3,,5.1
226,焊篮,2021-11-08,10.1,5.9,15.6,15.4,2.7,80.3,.4,,7.3
226,焊篮,2021-11-09,7,5.4,10.2,1.4,1.5,77.8,1.7,,7.6
226,焊篮,2021-11-10,4.7,1.7,6.3,2.1,1.2,89.1,0,,7.1
226,焊篮,2021-11-11,5.2,.7,10.3,2.7,1.4,79.3,3,,4.1
226,焊篮,2021-11-12,3.8,-.5,8.6,.8,1.3,79.8,4,,
226,焊篮,2021-11-13,4.7,-2,14,,.3,84,4.3,,3.4
226,焊篮,2021-11-14,6.9,.3,16.5,,.4,79.9,4.9,,3.6
226,焊篮,2021-11-15,6.3,.6,15.1,,.4,82.5,5.8,,4.8
226,焊篮,2021-11-16,5.2,-.4,14.9,,1,74.8,8.1,,1.8
226,焊篮,2021-11-17,4.8,-2.1,13.6,,.5,76,7.7,,3.9
226,焊篮,2021-11-18,7.6,.6,15.9,,.5,81.6,4.2,,7
226,焊篮,2021-11-19,9.5,5.5,16.6,,.4,87.9,3.3,,7.6
226,焊篮,2021-11-20,8.4,3.4,16.3,,.3,87.8,3.6,,5.1
226,焊篮,2021-11-21,7.8,2.7,14.7,,.3,86.1,.3,,9.1
226,焊篮,2021-11-22,3.7,.8,9.6,4.6,2.5,81.9,2.8,,8.3
226,焊篮,2021-11-23,1.1,-2.3,4,0,2,73.4,2.8,,3.9
226,焊篮,2021-11-24,3.3,-2,10.9,,1.3,68.8,6.3,,3.6
226,焊篮,2021-11-25,5.2,-.8,12.9,,1.5,73.1,5.6,,1.4
226,焊篮,2021-11-26,2.8,-4,9.9,,1,69.6,7.4,,1.1
226,焊篮,2021-11-27,1.9,-3.6,11,,.4,69.1,7.9,,0
226,焊篮,2021-11-28,2,-5.8,12.5,,.3,70.1,6.5,,3.9
226,焊篮,2021-11-29,3.4,-4.2,13.1,,.4,76.9,5.5,,5.1
226,焊篮,2021-11-30,4.1,-.5,9.6,17.9,1.7,89.3,0,,8.8
226,焊篮,2021-12-01,-.3,-4.1,2.5,0,3.1,56.4,7.2,,1.3
226,焊篮,2021-12-02,-.4,-7.6,6.2,.3,.9,74.4,6.7,,3.5
226,焊篮,2021-12-03,2.4,-.7,7.3,1,2,70.1,7.4,,3.6
226,焊篮,2021-12-04,-.8,-5.2,4.6,,.8,76.9,2.1,,2.1
226,焊篮,2021-12-05,.2,-5.9,10.2,,.4,78.4,7.7,,.3
226,焊篮,2021-12-06,2.8,-3.8,12.1,,.5,81,5.7,,6.3
226,焊篮,2021-12-07,2.8,-3.3,12.8,,.7,79.6,7.4,,.1
226,焊篮,2021-12-08,2.9,-3.4,12.6,,.3,81.8,7.5,,1.1
226,焊篮,2021-12-09,3.2,-3.2,11.1,,.5,85.8,2.8,,5.6
226,焊篮,2021-12-10,4.5,-.6,7.7,1.8,.1,97.8,0,,7.4
226,焊篮,2021-12-11,5.8,1.7,10.1,,.6,86.3,1.7,,7.9
226,焊篮,2021-12-12,2.4,-3.4,8,,2.1,69.1,6.1,,2.3
226,焊篮,2021-12-13,-3.7,-8.8,2.5,,1,56.9,7.7,,0
226,焊篮,2021-12-14,.8,-7.5,7.3,.1,.5,76.4,2,,6.1
226,焊篮,2021-12-15,4.8,.4,10.9,.2,.4,91.9,.1,,5.6
226,焊篮,2021-12-16,4.2,.8,10.6,,.5,83.6,1.9,,9
226,焊篮,2021-12-17,-3.1,-9.3,5.7,.2,3.5,52.4,4.7,,2.8
226,焊篮,2021-12-18,-5.2,-13.2,1.5,.1,.9,65.9,7.5,,3.9
226,焊篮,2021-12-19,-.8,-5.3,4.2,.6,1.4,73.4,7.4,,1.4
226,焊篮,2021-12-20,2.6,-5.3,10.6,,.5,80,2,,5.6
226,焊篮,2021-12-21,4.3,-1.9,12.5,0,.7,76.3,2.9,,3.5
226,焊篮,2021-12-22,.4,-5.8,9.7,,.5,67,8.5,,0
226,焊篮,2021-12-23,-.1,-6.7,9,,.3,69.8,8.4,,2.5
226,焊篮,2021-12-24,.4,-3.1,8.1,,1.4,75,2.6,,7.1
226,焊篮,2021-12-25,-8.1,-11.1,-2.7,,3,51.9,8.7,,.4
226,焊篮,2021-12-26,-10.3,-14.3,-5,,1.8,52.6,8.7,,.1
226,焊篮,2021-12-27,-6.1,-14.7,-.7,,.9,66.4,5.3,,4.8
226,焊篮,2021-12-28,-1.8,-6.3,3.2,,.2,83.4,.2,,6.5
226,焊篮,2021-12-29,1.3,-4.7,6.9,0,1.2,76,1.1,,8.1
226,焊篮,2021-12-30,-2.4,-5.2,1.5,2.1,2.3,64.4,5.7,,4.1
226,焊篮,2021-12-31,-6.5,-11.2,-1.5,,1.8,53,8.8,,0
226,焊篮,2022-01-01,-6.8,-13.9,1.7,,.4,64.6,8,,1.4
226,焊篮,2022-01-02,-3.4,-10.2,4.8,,1,69.1,5.5,,3
226,焊篮,2022-01-03,-4.6,-11.9,2,,.8,74,8.4,,1
226,焊篮,2022-01-04,-1.6,-8.1,3.6,,1.2,53.3,8.7,,1.5
226,焊篮,2022-01-05,-2.7,-10.4,4.2,,.5,67,.6,,8.6
226,焊篮,2022-01-06,-2.4,-8.5,4.4,,.7,62.1,8.9,,0
226,焊篮,2022-01-07,-4.4,-11.2,5.5,,.3,62.4,8.9,,.4
226,焊篮,2022-01-08,-1.6,-10.6,5.5,,.5,66.3,8,,2.9
226,焊篮,2022-01-09,.4,-4.9,6.3,,.3,75.3,4.3,,5
226,焊篮,2022-01-10,-.7,-8.1,6.7,0,.5,68.9,5.7,,8.4
226,焊篮,2022-01-11,-4.7,-8.2,.3,.5,2.6,65.3,7.9,,3.6
226,焊篮,2022-01-12,-7.2,-14,-1.1,,1.1,59.5,8.9,,2.4
226,焊篮,2022-01-13,-5.8,-9.9,-1.6,0,2.5,56.8,7.9,,3.6
226,焊篮,2022-01-14,-6.7,-13.8,1.4,,.7,54,8.8,,2.9
226,焊篮,2022-01-15,-2.1,-9.5,5.1,,.3,55.8,3.1,,6.1
226,焊篮,2022-01-16,-.4,-5.9,2.7,.2,1.9,60.4,7.9,,2.8
226,焊篮,2022-01-17,-4,-10.6,1.5,.8,1.5,64.1,5.8,,5.8
226,焊篮,2022-01-18,-7.2,-14.6,.3,,.7,58.8,9.1,,0
226,焊篮,2022-01-19,-5.3,-13.2,2.5,.3,1.1,72.6,4.2,,5.8
226,焊篮,2022-01-20,-6.1,-12.3,2.5,,.5,68.5,9.1,,.4
226,焊篮,2022-01-21,-5.1,-13.6,5.7,,.7,59.9,9.1,,2.9
226,焊篮,2022-01-22,1.5,-8,8.5,0,.4,61,2.2,,7.1
226,焊篮,2022-01-23,3.4,-2.4,10.3,,.5,67.3,4.4,,6.6
