lead_time,best_model,selection_metric,model_file,feature_policy,feature_cols_json,accuracy,precision,recall,f1,roc_auc,pr_auc,balanced_accuracy,threshold,tn,fp,fn,tp
T+1,XGBoost,test_pr_auc_then_f1,outputs\modeling_env\models\best_model_Tplus1_XGBoost_env.pkl,exclude_total_cyano_and_harmful_cyano_features,"[""채수위치"", ""일조시간 합계(hr)"", ""투명도"", ""수온(℃)"", ""pH"", ""DO(㎎/L)"", ""탁도"", ""Chl-a (㎎/㎥)"", ""평균기온(°C)"", ""최저기온(°C)"", ""최고기온(°C)"", ""평균 풍속(m/s)"", ""평균 상대습도(%)"", ""합계 일조시간(hr)"", ""합계 일사량(MJ/m2)"", ""평균 전운량(1/10)"", ""수위(EL.m)"", ""저수량(백만㎥)"", ""저수율(%)"", ""강우량(mm)"", ""유입량(㎥/s)"", ""총방류량(㎥/s)"", ""전년저수위"", ""예년저수위"", ""취수량1"", ""취수량2"", ""취수량3"", ""기타방류량1"", ""기타방류량2"", ""기타방류량3"", ""outlet방류량"", ""예년강수량"", ""기타발전방류량"", ""일강수량(mm)"", ""월"", ""연도"", ""dayofyear"", ""month_sin"", ""month_cos"", ""doy_sin"", ""doy_cos"", ""CHD"", ""water_temp_mean_3d"", ""water_temp_mean_7d"", ""water_temp_mean_14d"", ""water_temp_lag1"", ""water_temp_lag3"", ""water_temp_lag7"", ""water_temp_lag10"", ""water_temp_lag14"", ""air_temp_mean_3d"", ""air_temp_mean_7d"", ""air_temp_mean_14d"", ""heat_degree_7d"", ""rain_sum_3d"", ""rain_sum_7d"", ""rain_sum_14d"", ""rain_sum_30d"", ""dry_days"", ""rain_pulse_flag"", ""solar_mean_3d"", ""solar_mean_7d"", ""solar_mean_14d"", ""HRT"", ""HRT_7d"", ""HRT_14d"", ""flow_balance"", ""flow_balance_7d"", ""flow_balance_14d"", ""chla_lag1"", ""chla_lag3"", ""chla_lag7"", ""chla_lag10"", ""chla_lag14"", ""chla_roll7"", ""chla_roll14"", ""BGI_env""]",0.9237442922374429,0.9738805970149254,0.7733333333333333,0.8620974401321222,0.9859029458501406,0.9710251314631319,0.882046204620462,0.13,1501,14,153,522
T+3,RandomForest,test_pr_auc_then_f1,outputs\modeling_env\models\best_model_Tplus3_RandomForest_env.pkl,exclude_total_cyano_and_harmful_cyano_features,"[""채수위치"", ""일조시간 합계(hr)"", ""투명도"", ""수온(℃)"", ""pH"", ""DO(㎎/L)"", ""탁도"", ""Chl-a (㎎/㎥)"", ""평균기온(°C)"", ""최저기온(°C)"", ""최고기온(°C)"", ""평균 풍속(m/s)"", ""평균 상대습도(%)"", ""합계 일조시간(hr)"", ""합계 일사량(MJ/m2)"", ""평균 전운량(1/10)"", ""수위(EL.m)"", ""저수량(백만㎥)"", ""저수율(%)"", ""강우량(mm)"", ""유입량(㎥/s)"", ""총방류량(㎥/s)"", ""전년저수위"", ""예년저수위"", ""취수량1"", ""취수량2"", ""취수량3"", ""기타방류량1"", ""기타방류량2"", ""기타방류량3"", ""outlet방류량"", ""예년강수량"", ""기타발전방류량"", ""일강수량(mm)"", ""월"", ""연도"", ""dayofyear"", ""month_sin"", ""month_cos"", ""doy_sin"", ""doy_cos"", ""CHD"", ""water_temp_mean_3d"", ""water_temp_mean_7d"", ""water_temp_mean_14d"", ""water_temp_lag1"", ""water_temp_lag3"", ""water_temp_lag7"", ""water_temp_lag10"", ""water_temp_lag14"", ""air_temp_mean_3d"", ""air_temp_mean_7d"", ""air_temp_mean_14d"", ""heat_degree_7d"", ""rain_sum_3d"", ""rain_sum_7d"", ""rain_sum_14d"", ""rain_sum_30d"", ""dry_days"", ""rain_pulse_flag"", ""solar_mean_3d"", ""solar_mean_7d"", ""solar_mean_14d"", ""HRT"", ""HRT_7d"", ""HRT_14d"", ""flow_balance"", ""flow_balance_7d"", ""flow_balance_14d"", ""chla_lag1"", ""chla_lag3"", ""chla_lag7"", ""chla_lag10"", ""chla_lag14"", ""chla_roll7"", ""chla_roll14"", ""BGI_env""]",0.9029304029304029,0.9853249475890985,0.6962962962962963,0.8159722222222222,0.9847679355962988,0.9702743603662853,0.8458287313158088,0.33,1502,7,205,470
T+7,XGBoost,test_pr_auc_then_f1,outputs\modeling_env\models\best_model_Tplus7_XGBoost_env.pkl,exclude_total_cyano_and_harmful_cyano_features,"[""채수위치"", ""일조시간 합계(hr)"", ""투명도"", ""수온(℃)"", ""pH"", ""DO(㎎/L)"", ""탁도"", ""Chl-a (㎎/㎥)"", ""평균기온(°C)"", ""최저기온(°C)"", ""최고기온(°C)"", ""평균 풍속(m/s)"", ""평균 상대습도(%)"", ""합계 일조시간(hr)"", ""합계 일사량(MJ/m2)"", ""평균 전운량(1/10)"", ""수위(EL.m)"", ""저수량(백만㎥)"", ""저수율(%)"", ""강우량(mm)"", ""유입량(㎥/s)"", ""총방류량(㎥/s)"", ""전년저수위"", ""예년저수위"", ""취수량1"", ""취수량2"", ""취수량3"", ""기타방류량1"", ""기타방류량2"", ""기타방류량3"", ""outlet방류량"", ""예년강수량"", ""기타발전방류량"", ""일강수량(mm)"", ""월"", ""연도"", ""dayofyear"", ""month_sin"", ""month_cos"", ""doy_sin"", ""doy_cos"", ""CHD"", ""water_temp_mean_3d"", ""water_temp_mean_7d"", ""water_temp_mean_14d"", ""water_temp_lag1"", ""water_temp_lag3"", ""water_temp_lag7"", ""water_temp_lag10"", ""water_temp_lag14"", ""air_temp_mean_3d"", ""air_temp_mean_7d"", ""air_temp_mean_14d"", ""heat_degree_7d"", ""rain_sum_3d"", ""rain_sum_7d"", ""rain_sum_14d"", ""rain_sum_30d"", ""dry_days"", ""rain_pulse_flag"", ""solar_mean_3d"", ""solar_mean_7d"", ""solar_mean_14d"", ""HRT"", ""HRT_7d"", ""HRT_14d"", ""flow_balance"", ""flow_balance_7d"", ""flow_balance_14d"", ""chla_lag1"", ""chla_lag3"", ""chla_lag7"", ""chla_lag10"", ""chla_lag14"", ""chla_roll7"", ""chla_roll14"", ""BGI_env""]",0.9069981583793738,0.9739478957915831,0.72,0.82793867120954,0.9886449442094064,0.9748291513850766,0.8556579826319305,0.37,1484,13,189,486
T+10,XGBoost,test_pr_auc_then_f1,outputs\modeling_env\models\best_model_Tplus10_XGBoost_env.pkl,exclude_total_cyano_and_harmful_cyano_features,"[""채수위치"", ""일조시간 합계(hr)"", ""투명도"", ""수온(℃)"", ""pH"", ""DO(㎎/L)"", ""탁도"", ""Chl-a (㎎/㎥)"", ""평균기온(°C)"", ""최저기온(°C)"", ""최고기온(°C)"", ""평균 풍속(m/s)"", ""평균 상대습도(%)"", ""합계 일조시간(hr)"", ""합계 일사량(MJ/m2)"", ""평균 전운량(1/10)"", ""수위(EL.m)"", ""저수량(백만㎥)"", ""저수율(%)"", ""강우량(mm)"", ""유입량(㎥/s)"", ""총방류량(㎥/s)"", ""전년저수위"", ""예년저수위"", ""취수량1"", ""취수량2"", ""취수량3"", ""기타방류량1"", ""기타방류량2"", ""기타방류량3"", ""outlet방류량"", ""예년강수량"", ""기타발전방류량"", ""일강수량(mm)"", ""월"", ""연도"", ""dayofyear"", ""month_sin"", ""month_cos"", ""doy_sin"", ""doy_cos"", ""CHD"", ""water_temp_mean_3d"", ""water_temp_mean_7d"", ""water_temp_mean_14d"", ""water_temp_lag1"", ""water_temp_lag3"", ""water_temp_lag7"", ""water_temp_lag10"", ""water_temp_lag14"", ""air_temp_mean_3d"", ""air_temp_mean_7d"", ""air_temp_mean_14d"", ""heat_degree_7d"", ""rain_sum_3d"", ""rain_sum_7d"", ""rain_sum_14d"", ""rain_sum_30d"", ""dry_days"", ""rain_pulse_flag"", ""solar_mean_3d"", ""solar_mean_7d"", ""solar_mean_14d"", ""HRT"", ""HRT_7d"", ""HRT_14d"", ""flow_balance"", ""flow_balance_7d"", ""flow_balance_14d"", ""chla_lag1"", ""chla_lag3"", ""chla_lag7"", ""chla_lag10"", ""chla_lag14"", ""chla_roll7"", ""chla_roll14"", ""BGI_env""]",0.9241793804900601,0.9688073394495413,0.7822222222222223,0.8655737704918033,0.9912425328554362,0.9816638676361105,0.8853987455197132,0.26,1471,17,147,528
